Cód.Original;Baia;Corredor;Nível;Cód.Barras
11323080; 038;Q;1;789537204818 6
961283320014E; 039;Q;1;789582536589 1
11090080;039A;Q;1;789537204532 1
940783320024E; 040;Q;1;789582536687 4
GC0130063; 040;Q;1;120340043333 4
11785080; 040;Q;1;789537200214 0
T13522; 041;Q;1;120420040779 2
961003400244E; 042;Q;1;789582517714 2
604931301124E; 043;Q;1;789582509929 1
961007160014E;043A;Q;1;789582517999 3
961283400174E;043B;Q;1;789582525586 4
961203400094;043B;Q;1;789003040683 4
112731080;043C;Q;1;789003439164 8
604931041104E;043D;Q;1;789582537424 4
904931361131E; 044;Q;1;789582536573 0
0302AAV00110N; 044;Q;1;789582525276 4
920507160014E; 045;Q;1;789582512067 4
VB017; 045;Q;1;320200190127 1
920507160015P; 046;Q;1;789005140050 7
3873030; 046;Q;1;789005133407 9
920507160015E; 046;Q;1;789582536638 6
604931041124E;046A;Q;1;789582537256 1
961083400144E; 047;Q;1;789582518383 9
961053400144E; 047;Q;1;789009540826 2
961083400154E; 048;Q;1;789582518384 6
961053400154E; 048;Q;1;789009539825 9
961083400164E; 049;Q;1;789582518385 3
961053400164E; 049;Q;1;789582582090 1
961083400174E; 050;Q;1;789582518386 0
32600B; 050;Q;1;230020190281 2
961053400174E; 050;Q;1;789582582094 9
922909730014E; 052;Q;1;789582514529 5
922909730024E; 053;Q;1;789582514530 1
941009730024; 054;Q;1;789582516940 6
7000685C91; 054;Q;1;789582524467 7
941009730034E;054A;Q;1;789582516942 0
620809740014E; 055;Q;1;789582510037 9
30711B; 056;Q;1;230020280251 7
941209740014E; 057;Q;1;789582517246 8
602201500408E; 058;Q;1;789582509745 7
602201500416E; 059;Q;1;789582509747 1
940704120084E; 060;Q;1;789582515633 8
904015500014E;060A;Q;1;789582510768 2
904015300250E; 061;Q;1;789582510738 5
70180154E; 061;Q;1;789582537528 9
922903270064E; 062;Q;1;789582513098 7
940706530014E; 063;Q;1;789582515834 9
930509820084E; 064;Q;1;789582515171 5
940707860024E; 065;Q;1;789582515922 3
932449770124E; 066;Q;1;789582515181 4
931349770014E; 067;Q;1;789582537110 6
920509770044E; 068;Q;1;789582512069 8
922509770154E; 069;Q;1;789582512522 8
922909770244E; 070;Q;1;789582514551 6
922907870114E; 071;Q;1;789582513741 2
961007160024E;071A;Q;1;789582518000 5
941009120055E; 072;Q;1;789582516896 6
941008610014;072A;Q;1;789582516812 6
961008550054E;072B;Q;1;789582518095 1
602011081030E; 073;Q;1;789582509583 5
940703550064;073A;Q;1;789582515528 7
CMB333;073A;Q;1;789008132819 2
602011081080E;073B;Q;1;789582509586 6
960706050026; 074;Q;1;789582517372 4
602007300835E; 075;Q;1;789582509515 6
940780530196; 076;Q;1;789582525176 7
940780530206;076A;Q;1;789582525175 0
905400350001E; 077;Q;1;789582511256 3
940703550055E;077A;Q;1;789582515527 0
941009730064E; 078;Q;1;789582516944 4
940703100044E; 079;Q;1;789582515407 5
940703100064E; 080;Q;1;789582515409 9
922903520174E; 081;Q;1;789582536684 3
922903400494E; 082;Q;1;789582513188 5
961080190086E; 083;Q;1;789582518344 0
922980192167; 084;Q;1;789582514817 3
922980120047; 085;Q;1;789004815005 7
922903400484E; 086;Q;1;789582513187 8
932136530014; 088;Q;1;260010046738 3
922506200024E; 089;Q;1;789582537640 8
602000501240; 090;Q;1;260010044561 9
1841348C1E; 091;Q;1;789001338140 0
940701220124E; 092;Q;1;789582515336 8
940701220144E; 094;Q;1;789582515338 2
961007860034E; 095;Q;1;789582536797 0
922906400014E; 096;Q;1;789582513604 0
941004730014E; 097;Q;1;789582516694 8
7001400C1E; 098;Q;1;789582536583 9
940707670084; 098;Q;1;260010048031 3
940704650044E; 099;Q;1;789582515672 7
961083400384;099A;Q;1;789582518390 7
961083400394E;099B;Q;1;789582518391 4
7002314C1;099C;Q;1;789582536699 7
961083400414E;099D;Q;1;789582518393 8
961283400144E;099E;Q;1;789003037981 7
952152250025E;09A;Q;1;789582585917 8
940704650025E;100;Q;1;789582515671 0
940804650015E;100A;Q;1;789582516458 6
961004650014E;101;Q;1;789582536912 7
961204650025E;101A;Q;1;789582518639 7
961204650055E;101A;Q;1;789582536165 7
940704650075E;102;Q;1;789582515675 8
961204650015;103;Q;1;789582518638 0
961204650035;103A;Q;1;789582518640 3
961204650045E;103A;Q;1;789582536650 8
630504650015E;104;Q;1;789582510135 2
940704650055E;105;Q;1;789582581322 4
940704650015E;106;Q;1;789582515670 3
940704650065E;107;Q;1;789582515674 1
905400100001;108;Q;1;789582511245 7
961007430015;109;Q;1;789582518019 7
922503600034E;111;Q;1;789582537746 7
602100540080E;112;Q;1;789582509661 0
922503600024E;113;Q;1;789582512229 6
902101711000E;114;Q;1;789582510524 4
602100540060E;115;Q;1;789582509660 3
922603550014E;116;Q;1;789582512616 4
602062100810E;117;Q;1;789582509646 7
940703400194E;118;Q;1;789582515464 8
940704330014E;119;Q;1;789582515656 7
961283400164;120;Q;1;789003039314 1
940704330024E;120;Q;1;789582515657 4
940704330034E;121;Q;1;789582515658 1
932443400174E;122;Q;1;789582515180 7
632703403014E;123;Q;1;789582510216 8
922603400064E;124;Q;1;789582537824 2
602151000084E;125;Q;1;789582509692 4
904043200023E;126;Q;1;789582510790 3
922603550024E;126A;Q;1;789582512617 1
922903550094E;126B;Q;1;789582513282 0
940703400324E;126C;Q;1;789582515472 3
54369041;127;Q;1;721260010850 2
904921100811E;128;Q;1;789582510821 4
960709120025;128A;Q;1;789582517509 4
107776;128B;Q;1;789020038773 4
961203780014E;128B;Q;1;789582518614 4
904921101822E;128C;Q;1;789582510830 6
604920690092E;129;Q;1;789582509888 1
904921101824E;130;Q;1;789582510831 3
940708610074E;131;Q;1;789582515970 4
922903400744E;132;Q;1;789582536853 3
602060401615E;132A;Q;1;789582509621 4
602160310060E;132B;Q;1;789582509725 9
602160310120E;133;Q;1;789582509728 0
940704120044E;133A;Q;1;789582515629 1
904921101418E;133B;Q;1;789582510827 6
602150100084E;134;Q;1;789582509684 9
620804330024;135;Q;1;789582510025 6
620804330034E;136;Q;1;789582510026 3
940709500034E;136A;Q;1;789582516207 0
922604330014E;137;Q;1;789582512619 5
940703400394E;137A;Q;1;789582515476 1
940704120064E;138;Q;1;789582515632 1
940703420034E;139;Q;1;789582515492 1
602201521630E;139A;Q;1;789582509760 0
952152250022E;14;Q;1;789004840245 3
940703420044E;140;Q;1;789582515493 8
902101711002E;140A;Q;1;789582536784 0
930503420044E;141;Q;1;789582515160 9
922903420084;141;Q;1;789000041022 9
904921101218E;141A;Q;1;789582510826 9
904921101016E;142;Q;1;789582510825 2
922903500504E;143;Q;1;789582536691 1
902101710802E;143A;Q;1;789582510523 7
940704620024E;144;Q;1;789582515665 9
904921100814E;144A;Q;1;789582510823 8
932113400014E;145;Q;1;789582537400 8
940703510034E;145A;Q;1;789582515518 8
940703510064E;145B;Q;1;789582515520 1
940709910024E;146;Q;1;789582516233 9
905794120016E;147;Q;1;789582511562 5
940703270044E;148;Q;1;789582515415 0
940704710194E;149A;Q;1;789582515685 7
13A1475C;150;Q;1;590270020093 1
922953400204E;151;Q;1;789003040065 8
13X1575;151;Q;1;789002732921 4
922903400204E;151;Q;1;789582513176 2
961206530014E;151A;Q;1;789582518678 6
602011081020E;151B;Q;1;789582509581 1
940808530014E;151C;Q;1;789582537553 1
961283400134E;151D;Q;1;789009538731 4
941088530504E;151D;Q;1;789582521490 8
922903400214E;152;Q;1;789582513177 9
922953400214E;152;Q;1;789582581488 7
940703100034E;152A;Q;1;789582515406 8
71085AN;152B;Q;1;789000240544 5
940808530034E;152B;Q;1;789582519598 6
922953400234E;153;Q;1;789582581489 4
922903400234E;153;Q;1;789582513178 6
940704600054;153A;Q;1;260010047935 5
922953400244E;154;Q;1;789009540685 5
922903400244E;154;Q;1;789582513179 3
961288530014;154A;Q;1;789582521747 3
7001035C2E;154A;Q;1;789582530485 2
961203500014E;155;Q;1;789582518595 6
961203400124;155;Q;1;260300040864 7
602002721035E;155A;Q;1;789582509440 1
54370867;156;Q;1;720020040776 7
922906530024E;156A;Q;1;789582513651 4
54371247;157;Q;1;720020040777 4
940758530144E;157;Q;1;789000240479 0
71129PAK;157;Q;1;730020041388 8
602007300825;157B;Q;1;789582509513 2
922903550744E;157C;Q;1;789582513311 7
940788530334;158;Q;1;789582521652 0
71128NA;158;Q;1;789000238828 1
940708530154E;158;Q;1;789582515945 2
71947NA;158A;Q;1;789000137216 8
941088530434E;159;Q;1;789582517055 6
54340096;159A;Q;1;720020040844 3
941088530414E;160;Q;1;789582517053 2
941088530324E;160A;Q;1;789582517044 0
71933NA;160A;Q;1;789000240678 7
71534AN;161;Q;1;130020041013 5
941088530464E;161;Q;1;789582517058 7
71930AG;161;Q;1;730020041395 6
71930NA;161A;Q;1;789854428801 4
606902050504E;161A;Q;1;789582509959 8
54350990;161A;Q;1;720020040224 3
602007301065E;161A;Q;1;789582509521 7
941058530394E;161A;Q;1;789000240750 0
941088530394E;161A;Q;1;789582517051 8
941088530444E;162;Q;1;789582517056 3
941088530514;162;Q;1;789582519992 2
71229NA;163;Q;1;789854428892 2
922988531454E;163;Q;1;789582515082 4
54307290;163;Q;1;720020040215 1
70010303;163;Q;1;789000137710 1
941088530454E;163A;Q;1;789582517057 0
941008530644E;163B;Q;1;789582520037 6
54311190;164;Q;1;720020040835 1
71228NA;164;Q;1;789854430142 3
71228AG;164;Q;1;730020041390 1
71228CB;164;Q;1;789000238790 1
922988531424E;164;Q;1;789582515079 4
922988531474E;165;Q;1;789582515084 8
71432NA;165;Q;1;789000240557 5
71233NA;166;Q;1;789000238484 9
922988531624E;166;Q;1;789582515099 2
940708610084E;166A;Q;1;789582515971 1
71968AG;167;Q;1;730020041399 4
71434AN;167;Q;1;130020041011 1
922988531414E;167;Q;1;789582515078 7
71968NA;167;Q;1;789854428880 9
940708530184E;168;Q;1;789582515948 3
71080AN;168;Q;1;130020041009 8
54383267;168;Q;1;720020050709 2
71134NA;168;Q;1;789000238425 2
940703400104E;168A;Q;1;789582515459 4
940703580064E;169;Q;1;789582515547 8
922909420675E;169A;Q;1;789582514486 1
922903510194E;169B;Q;1;789582513259 2
940703500094E;170;Q;1;789582515505 8
940703400404E;170A;Q;1;789582515477 8
940703520054E;170B;Q;1;789582515523 2
904015800010E;170C;Q;1;789582510781 1
70180238E;170D;Q;1;789006039065 3
922908630034E;171;Q;1;789582513991 1
940709120056;171A;Q;1;789582516142 4
903222050205E;171B;Q;1;789582510599 2
902002420830E;171B;Q;1;789582510472 8
902002420855E;171C;Q;1;789582510477 3
941209120094E;171D;Q;1;789582517226 0
922903400284E;172;Q;1;789582513183 0
922903408144E;172A;Q;1;260010045792 6
922903400274E;173;Q;1;789582513182 3
940709770024E;173A;Q;1;789582516224 7
905950100151E;173B;Q;1;789582511573 1
905413310031E;174;Q;1;789582511380 5
940708530224E;175;Q;1;789582537609 5
922503510094E;175A;Q;1;789582512214 2
940703520034E;176;Q;1;789582536953 0
902002420865E;176A;Q;1;789582510479 7
940753520054E;176A;Q;1;789582549171 2
902002420835E;176B;Q;1;789582510473 5
630507870114;177;Q;1;260010044874 0
602011001050E;178;Q;1;789582509551 4
922503510084E;178A;Q;1;789582512213 5
940703300254E;179;Q;1;789582515444 0
941088530334E;179A;Q;1;789582536720 8
71943NA;179A;Q;1;789854400438 6
602002600845E;180;Q;1;789582509401 2
922503550104E;181;Q;1;789582512218 0
602002720820E;181A;Q;1;789582509436 4
602002600825E;182;Q;1;789582545397 0
922909820174E;182A;Q;1;789582514568 4
922909420825E;182B;Q;1;789582514494 6
920503510044E;183;Q;1;789582512066 7
922909400084E;184;Q;1;789582514450 2
602002721440E;184A;Q;1;789582509446 3
940703500254E;184A;Q;1;789582515514 0
940704210025E;185;Q;1;789582515646 8
940703400294E;185A;Q;1;789582515469 3
YS652L410AA;186;Q;1;789001738542 8
961009420015;186;Q;1;789582518279 5
604920100610E;187;Q;1;789582509861 4
940703400094E;187A;Q;1;789582515458 7
604920100812E;188;Q;1;789582509862 1
602007721211E;188A;Q;1;789582509527 9
940788550144E;189;Q;1;789582516390 9
905685090133;190;Q;1;789582511442 0
602000521228;190A;Q;1;789582509374 9
602007101255E;191A;Q;1;789582537699 6
71238NA;191B;Q;1;789854400160 6
922988531644E;191B;Q;1;789582515101 2
602007041450E;193;Q;1;789582509496 8
940789400086;193A;Q;1;789000137720 0
602201100818E;193B;Q;1;789582509739 6
602201101020E;193C;Q;1;789582509740 2
602000521640E;194;Q;1;789582509378 7
71135NA;194A;Q;1;789000238427 6
71004KB;195;Q;1;789000238426 9
71005KB;195;Q;1;789000234615 1
905419051271E;196;Q;1;789582511393 5
961006370024E;196A;Q;1;789582517914 6
922909820284;197;Q;1;789582514569 1
961006370014E;197A;Q;1;789582517913 9
941088530354;198;Q;1;260010047017 8
71945NA;198;Q;1;789000238829 8
905490309002E;198;Q;1;789582511408 6
941088530554E;198;Q;1;789582520006 2
961007220016E;199;Q;1;789582518001 2
961008610014;199A;Q;1;789582518096 8
902002421025E;199B;Q;1;789582510483 4
941009120064E;200A;Q;1;789582516897 3
602002721060E;200B;Q;1;789582509442 5
602011001035E;201;Q;1;789582509548 4
604960102000E;202;Q;1;789582509931 4
CNV053;202A;Q;1;690520580120 6
904043300820E;202B;Q;1;789582510792 7
902002421035E;202C;Q;1;789582510485 8
902002421040E;202D;Q;1;789582510486 5
602002600816E;203;Q;1;789582537320 9
602031210308E;203A;Q;1;789582509600 9
940789400034;204;Q;1;260010048248 5
602007001640E;204A;Q;1;789582509482 1
940709400105E;205;Q;1;789582516182 0
602007101250E;205A;Q;1;789582537525 8
602007101285E;205B;Q;1;789582509502 6
940709400115E;206;Q;1;789582516185 1
940806400014E;206A;Q;1;789582516472 2
940709400116E;207;Q;1;789582516186 8
940806400024E;207A;Q;1;789582516473 9
940709400094E;208;Q;1;789582516181 3
940709400117;208A;Q;1;789582516187 5
902002421045E;209;Q;1;789582536620 1
902002431010E;210;Q;1;789582510497 1
940703500054E;210A;Q;1;789582515504 1
604043400008E;211;Q;1;789582509845 4
602007300816E;212;Q;1;789582509511 8
941003300034E;212A;Q;1;789582516649 8
922903270054E;213;Q;1;789582513097 0
602007001635E;213A;Q;1;789582509481 4
904015500025E;214;Q;1;789582510773 6
7001885C1E;214A;Q;1;789000135606 9
904015500027E;215;Q;1;789582510774 3
940703000046E;215A;Q;1;789582515405 1
961008550034E;215B;Q;1;789582518093 7
904015500030E;215C;Q;1;789582510775 0
940706050044E;215D;Q;1;789582515705 2
903260100005E;215E;Q;1;789582536968 4
961008550044E;215F;Q;1;789582518094 4
961008530124E;216;Q;1;789582518069 2
922903400264E;216A;Q;1;789582513181 6
961003400254E;217;Q;1;789582517715 9
961006370174E;217A;Q;1;789582517922 1
940700850014E;218;Q;1;789582515294 1
961006370184E;218A;Q;1;789582517923 8
602007300830E;219;Q;1;789582509514 9
922506370624E;220;Q;1;789582512312 5
922904730024E;220A;Q;1;789582513489 3
922903520014E;221;Q;1;789582513267 7
940706530024E;221A;Q;1;789582515835 6
622603403014E;222;Q;1;789582537586 9
922904730034E;222A;Q;1;789582513490 9
602011001235E;223;Q;1;789582509554 5
602201500406E;224;Q;1;789582509744 0
602007300840E;224A;Q;1;789582509516 3
B302A;225;Q;1;789005932240 5
940707870054;225;Q;1;789582515924 7
25507180;226A;Q;1;789537206773 6
906907255250E;226A;Q;1;260010045308 9
602011080830E;227;Q;1;789582509579 8
602007001040E;227A;Q;1;789582509468 5
604042320030E;228;Q;1;789582509836 2
7004461C2E;228A;Q;1;789010636993 3
940809400045;228A;Q;1;789582516526 2
602002601011E;228B;Q;1;789582509410 4
922909820304E;229;Q;1;789582514570 7
940709120146;229A;Q;1;789582516148 6
922903270044E;230;Q;1;789582513096 3
922983390024E;231;Q;1;789582514921 7
904015300440E;232;Q;1;789582510741 5
904015500035E;232A;Q;1;789582510776 7
904015300380E;233;Q;1;789582510740 8
602007301040E;233A;Q;1;789582509518 7
602007301050E;234A;Q;1;789582509519 4
905410500085E;235;Q;1;789582511281 5
960709120064E;235A;Q;1;789582517512 4
922903550084E;236;Q;1;789582513281 3
602002611011E;236A;Q;1;789582509431 9
960703390014E;237;Q;1;789582536631 7
960753390014E;237;Q;1;789000040997 1
3321A003E;237A;Q;1;789582502204 6
602060601415E;238;Q;1;789582509631 3
602061102021E;238A;Q;1;789582509639 9
922909720034E;239A;Q;1;789582514528 8
960704110024;240A;Q;1;789582517351 9
922903400294E;241;Q;1;789582513184 7
961009400114;241A;Q;1;789582518276 4
7002933C1E;241A;Q;1;789582536726 0
961003400114E;241B;Q;1;789582536659 1
602002600890E;241C;Q;1;789582509409 8
905652020128;241D;Q;1;260010045264 8
602002600880E;241E;Q;1;789582509408 1
961009400066E;241F;Q;1;789582518271 9
71905KB;242;Q;1;789000240418 9
71904KB;242;Q;1;789000239594 4
940703100054E;242A;Q;1;789582515408 2
940704100104E;243;Q;1;789582515625 3
940703600034E;243A;Q;1;789582515549 2
602201500414E;244;Q;1;789582509746 4
902100830080E;244A;Q;1;789582510520 6
940703510024E;245;Q;1;789582515517 1
922209910014E;246;Q;1;789582512092 6
922903550524E;246A;Q;1;789582513305 6
602007301055E;247;Q;1;789582509520 0
940706370244E;247A;Q;1;789582515768 7
961080190076E;248;Q;1;789582518343 3
960703390044E;248A;Q;1;789582517316 8
961004110024E;249;Q;1;789582517808 8
602002721435;249A;Q;1;260010047519 7
922903600034E;249B;Q;1;789582513325 4
940704120104E;250;Q;1;789582515635 2
940706370074E;250A;Q;1;789582515750 2
940709750024E;250B;Q;1;789582516221 6
602002601030E;250C;Q;1;789582509414 2
960709750024E;251;Q;1;789582517524 7
940703300314E;252;Q;1;789582515448 8
940703400064;253;Q;1;789582515456 3
602002601035E;253A;Q;1;789582509415 9
940703400054E;254;Q;1;789582515455 6
602002601025E;254A;Q;1;789582509413 5
602002601040E;254B;Q;1;789582509416 6
602002601045E;254C;Q;1;789582509417 3
602002601070E;255;Q;1;789582509420 3
922903450044E;256;Q;1;789582513226 4
940706370084E;256A;Q;1;789582537689 7
940704710134E;257;Q;1;789582515682 6
940703500044E;257A;Q;1;789582515503 4
602007300820E;258;Q;1;789582509512 5
602002600820E;259;Q;1;789582509396 1
602000501045E;259A;Q;1;789582509347 3
940703410054E;260;Q;1;789582515487 7
602002600835E;261;Q;1;789582509399 2
940807430015E;261A;Q;1;789582516484 5
940703400334E;262;Q;1;789582515473 0
922903408964E;262A;Q;1;789582513211 0
940706400075E;263;Q;1;789582515818 9
602000501665E;263A;Q;1;789582509363 3
960703500014E;264;Q;1;789582517324 3
903202056303E;264A;Q;1;789582510592 3
961009120094E;264A;Q;1;789582518216 0
941007430014E;264B;Q;1;789582516772 3
961006900314E;264C;Q;1;789582517978 8
922903270034E;264D;Q;1;789582513095 6
961089400086E;264E;Q;1;789582536626 3
922903270024E;265B;Q;1;789582513094 9
710081CB;266;Q;1;789000240668 8
71020AG;266;Q;1;789000232669 6
960708530054E;266A;Q;1;789582517433 2
71121NAK;266A;Q;1;730020041344 4
941088530344E;267;Q;1;789582517046 4
71932AG;267;Q;1;730020041341 3
71932NA;267;Q;1;789854428048 3
602002601085E;267A;Q;1;789582509421 0
960708530074E;268;Q;1;789582517435 6
922908530754E;269;Q;1;789582513814 3
922908530704E;269A;Q;1;789582513809 9
961008530284E;269B;Q;1;789582518084 5
602150100105E;269C;Q;1;789582509685 6
922908531104E;269D;Q;1;789582513839 6
54360216;270A;Q;1;720020040837 5
922909400205E;270B;Q;1;789582514455 7
941006370014E;271A;Q;1;789582516723 5
71163NA;271B;Q;1;789000238350 7
941003500034E;271C;Q;1;789582516652 8
940703510044E;271D;Q;1;789582515519 5
940703580066E;271E;Q;1;789582515548 5
902002421070E;271F;Q;1;789582510489 6
602007101235E;271F;Q;1;789582509498 2
902002421050E;271G;Q;1;789582510488 9
940703500174E;271H;Q;1;789582515508 9
940703510114E;271I;Q;1;789582536996 7
941006370024E;271L;Q;1;789582516724 2
71020NA;272;Q;1;789000236095 9
941208530054E;272A;Q;1;789000240542 1
940788530304;272A;Q;1;789582521674 2
71120NA;273;Q;1;789000239593 7
960708530104E;273;Q;1;789582517438 7
960708530064E;274;Q;1;789582517434 9
71120CB;274;Q;1;789000232565 1
54369743;274;Q;1;720020040774 3
54369750;274;Q;1;720020040206 9
71071CB;275;Q;1;130020041002 9
54369643;275;Q;1;720020040205 2
940708530084E;275;Q;1;789582515941 4
941008520024;275;Q;1;789582516781 5
940708530054E;275A;Q;1;789582515938 4
941088530364E;276A;Q;1;789582517048 8
961003550154E;277;Q;1;789582517757 9
941088530304E;277A;Q;1;789582517042 6
940709730095;277B;Q;1;789582516213 1
940703550114E;277C;Q;1;789582515530 0
940703400254E;277D;Q;1;789582515466 2
961088530464E;278A;Q;1;789582521480 9
922908531134;278A;Q;1;260010046075 9
48895CV;278B;Q;1;730020021474 4
961088530414E;278D;Q;1;789582518504 8
922988531444E;279;Q;1;789582515081 7
54311290;279;Q;1;720020040216 8
71630NA;279;Q;1;789000237771 1
961058530564E;279B;Q;1;789000040884 4
48373CV;279B;Q;1;789854427662 2
961008530214E;279B;Q;1;789582518077 7
48373AI;279B;Q;1;130020020412 3
961088530564E;279B;Q;1;789000238698 0
941208530034E;279C;Q;1;789582517161 4
7001941C1E;279D;Q;1;789582537396 4
940704660054;279D;Q;1;789582515676 5
961008530194E;279E;Q;1;789582518075 3
54313890;280;Q;1;720020040524 4
904015301140E;280A;Q;1;789582510751 4
941208530014E;280B;Q;1;789582517160 7
922908531334E;280C;Q;1;789582513860 0
71020CB;280D;Q;1;789854428083 4
922908531274E;280E;Q;1;789582513854 9
71816AG-BI;281;Q;1;730020041380 2
54310696;281;Q;1;720020040523 7
71816AN;281;Q;1;130020040226 0
71816F;281;Q;1;789000040885 1
960704120074E;282A;Q;1;789582517355 7
602007001225E;282B;Q;1;789582509475 3
604920600262E;282C;Q;1;789582509886 7
TC1007;282D;Q;1;789009439063 6
VC132D;282D;Q;1;789000040990 2
TC1074A;282D;Q;1;789009439751 2
907205732126E;282D;Q;1;789582511675 2
87325790;283;Q;1;720020040788 0
71816AG;283;Q;1;730020041379 6
71870AN;283;Q;1;130020040224 6
922903520114E;284A;Q;1;789582513274 5
922903520124E;284B;Q;1;789582513275 2
904921102026E;284C;Q;1;789582510833 7
602002601020E;284D;Q;1;789582509412 8
922680130336;287;Q;1;789582512677 5
602007001230E;287D;Q;1;789582509476 0
71222NAK;288;Q;1;789000237425 3
922908531144E;288;Q;1;789582513843 3
904015300570E;288A;Q;1;789582510743 9
940708530034;289;Q;1;789582515937 7
922988531464E;289;Q;1;789582515083 1
71232NA;289;Q;1;789000240293 2
922980131246;289;Q;1;789582514708 4
71951NAK;289A;Q;1;789000239174 8
922980131256;290;Q;1;789582514709 1
902002421230E;290B;Q;1;789582510493 3
922980131266;291;Q;1;789582514710 7
922980131276;292;Q;1;789582514711 4
922980131226;293;Q;1;789582514706 0
71240NA;293A;Q;1;789000040955 1
961080130156;295;Q;1;789582518329 7
961280130036;297;Q;1;789582518810 0
961280130016;298;Q;1;789582518808 7
54310690;298;Q;1;720020040522 0
32807B;299;Q;1;230020040341 9
31407B;300;Q;1;230020040340 2
71101SC;300;Q;1;130020040200 0
71101U;300;Q;1;730020041307 9
54307800;301;Q;1;720020040506 0
71201SC;301;Q;1;130020040195 9
622608540084;301;Q;1;260020040042 6
71102NA;302;Q;1;130020040193 5
54364904;302;Q;1;720020040513 8
71941NAK;303;Q;1;789000238352 1
R7002280C1E;303A;Q;1;789009537095 8
71639NA;304;Q;1;789000238349 1
54370967;304;Q;1;720020050771 9
71073FF;304;Q;1;130020041003 6
71118NA;305;Q;1;789000237535 9
940708540074;306;Q;1;789582515954 4
71835NA;306A;Q;1;789000238702 4
922988531684E;306A;Q;1;789582515105 0
7002676C1E;306B;Q;1;789002139619 9
54395800;307;Q;1;720020340849 5
960708610014;307A;Q;1;789582517443 1
71263;308;Q;1;730020191529 9
54307316;308;Q;1;170020040894 9
71263NA;308;Q;1;789000238351 4
54338917;309;Q;1;720020040198 7
54353216;310;Q;1;720020040202 1
961008530204;311;Q;1;260010011123 1
54351417;311;Q;1;720020040200 7
922908531844E;313;Q;1;789582537387 2
54324141;314;Q;1;720020040526 8
960709770024E;314;Q;1;789582517526 1
54353441;315;Q;1;720020040772 9
54393740;316;Q;1;720020050671 2
71076BO;316;Q;1;130020040999 3
54393840;317;Q;1;720020050672 9
S26510;321;Q;1;120150191192 8
71601SC;35A;Q;1;130020040198 0
602201500614E;57A;Q;1;789582509751 8
20370OL; 001;R;1;789004832242 3
61042010;001A;R;1;789537215171 8
3000001211; 003;R;1;789001638412 5
6203100330; 003;R;1;789000040966 7
618004310; 003;R;1;789001632243 1
6203100090; 003;R;1;789001639128 4
3000001168; 003;R;1;789001639473 5
61042210;003A;R;1;789537215172 5
R30711S; 004;R;1;230200280662 7
61044010;004A;R;1;789537215178 7
25660010 STD; 005;R;1;789537204260 3
75660510; 006;R;1;470470010604 3
53001010; 007;R;1;789537203895 8
R22455N; 008;R;1;230410280657 6
R23510V; 009;R;1;230410280661 3
25650510; 010;R;1;789537204258 0
25650010; 011;R;1;789537204255 9
25621510; 012;R;1;789537204158 3
25621210; 013;R;1;789537204157 6
GC0700090; 014;R;1;120340053330 0
3013; 014;R;1;789003439326 0
12549010; 014;R;1;789537205321 0
72549210; 015;R;1;470340280535 3
12549210; 015;R;1;789537205323 4
GC0700093 STD1; 016;R;1;120340283635 5
12725910; 016;R;1;789537205372 2
SE0700116; 017;R;1;120470283559 8
25615010 STD; 017;R;1;789537201552 2
12248910; 018;R;1;789537205306 7
12248610; 019;R;1;789537205305 0
12248510; 020;R;1;789537205304 3
12248410; 021;R;1;789537205303 6
12145911; 022;R;1;789537205258 9
12146110; 023;R;1;789537200939 2
12146210 010; 024;R;1;789537205261 9
12146310; 025;R;1;789537205262 6
12145910; 026;R;1;789537205257 2
12145310; 027;R;1;789537200928 6
12145210; 028;R;1;789537205250 3
12145110; 029;R;1;789537205249 7
T70727; 030;R;1;120420281633 2
41026010; 030;R;1;789537203083 9
11026010; 030;R;1;470420280538 3
41026110; 031;R;1;789537203084 6
41026210; 032;R;1;789537203085 3
539;032A;R;1;789263700539 7
41026310; 033;R;1;789537203086 0
BP7HS;033A;R;1;171050281300 6
61044210;034A;R;1;470350280675 5
5735; 035;R;1;789006932305 8
1865836M1; 035;R;1;170010013307 1
D49A; 035;R;1;789006940616 4
560; 036;R;1;789000432244 3
DYVW13;036B;R;1;170970282495 0
12146710; 038;R;1;789537205266 4
12145510; 039;R;1;789537205253 4
 0539913; 040;R;1;170600281704 0
9295080041; 041;R;1;170970010016 2
SE0700126; 042;R;1;120470283564 2
25621010; 042;R;1;789537204156 9
25620510; 043;R;1;789537204155 2
25620210; 044;R;1;789537204154 5
25620010; 045;R;1;789537204153 8
SA0700124; 045;R;1;789004730560 1
GC0700095 STD;045A;R;1;120340283636 2
12757010;045A;R;1;789537206444 5
25615510; 046;R;1;789537201554 6
25616010; 047;R;1;789537204147 7
25616210; 048;R;1;789537204148 4
25616510; 049;R;1;789537204149 1
GE0700088 STD2;049A;R;1;120340283638 6
12248010;049A;R;1;789537205300 5
12145010;049B;R;1;789537205248 0
GA0700070 STD1;049B;R;1;120340283632 4
12248310; 050;R;1;789537205302 9
12248210; 051;R;1;789537200981 1
12248110; 052;R;1;789537205301 2
GC0700084 STD1; 053;R;1;120340283634 8
GC0700084010; 053;R;1;120340053331 7
12238910; 053;R;1;789537205299 2
12146010;053A;R;1;789537205259 6
GE0700075;053A;R;1;120340283717 8
12146410; 054;R;1;789537205263 3
12146510; 055;R;1;789537205264 0
