Cód.Original;Baia;Corredor;Nível;Cód.Barras
S14210; 029;J;1;120150301063 6
S14210 050; 030;J;1;120150302200 4
40787610;030A;J;1;789053713560 2
40790610; 031;J;1;789053713556 5
114210 100; 031;J;1;120150302504 3
S14220; 032;J;1;120150301599 0
S14220 050; 033;J;1;120150302331 5
E14220;033A;J;1;120150301147 3
S14220 100; 034;J;1;120150302505 0
S14230; 035;J;1;120150301064 3
E14230; 035;J;1;120150301148 0
PS4638 050;035A;J;1;789001533308 7
97198610 050; 036;J;1;789053711948 0
S14230 050; 036;J;1;120150302223 3
S14230 100; 037;J;1;120150302443 5
97198620 100; 037;J;1;789053711949 7
S14240; 038;J;1;120150301065 0
E14240; 038;J;1;120150301149 7
S14240 050; 039;J;1;120150302201 1
S14240 100; 040;J;1;120150302506 7
97196600; 041;J;1;789053711941 1
PCA4502 050; 041;J;1;789001536306 0
S14250; 041;J;1;120150301066 7
S14250 050; 042;J;1;120150302297 4
97196610; 042;J;1;789053711942 8
S14250 100; 043;J;1;120150302424 4
97196620100; 043;J;1;789001534525 7
S14270; 044;J;1;120150301067 4
E14270; 044;J;1;120150301151 0
S14270 050; 045;J;1;120150302302 5
97199610 050; 045;J;1;789053711951 0
PS4651 050; 045;J;1;789001533409 1
S14270 100; 046;J;1;120150302507 4
97199620 100; 046;J;1;789001534908 8
S14290; 047;J;1;120150301068 1
97385620-050; 048;J;1;789053713045 4
S14290 050; 048;J;1;789001532220 3
S14290 100; 049;J;1;789001532221 0
S14320; 050;J;1;120150301070 4
97290600; 050;J;1;789053712026 4
97290610; 051;J;1;789053712027 1
S14320 050; 051;J;1;170150052984 6
PS4717050; 051;J;1;789001538224 5
S14410; 052;J;1;120150301074 2
S14410 050; 053;J;1;120150012461 9
S14410 100; 054;J;1;120150302202 8
S14420; 055;J;1;120150301075 9
S14420 050; 056;J;1;789001532222 7
S14420 100; 057;J;1;120150302203 5
97167620 100; 057;J;1;789001534162 4
20036; 058;J;1;789267700460 2
20034; 059;J;1;789267700458 9
20023; 060;J;1;789267700446 6
20022; 061;J;1;789267700445 9
20021; 062;J;1;789267700444 2
20020; 063;J;1;789267700441 1
20016; 064;J;1;150100580223 5
20012; 065;J;1;150100580221 1
20007; 066;J;1;150100580224 2
20001; 067;J;1;789267700422 0
10013;067A;J;1;789267700014 7
10173; 068;J;1;789267700172 4
10149; 069;J;1;789267700149 6
AT2061; 069;J;1;789001036828 2
10131; 070;J;1;789267700132 8
10129; 071;J;1;789267700130 4
10127; 072;J;1;789267700128 1
10017; 073;J;1;789267700018 5
10006; 074;J;1;789537220749 1
10207;074A;J;1;789267700215 8
11542040; 075;J;1;789537205126 1
11237040; 076;J;1;789537204720 2
GC0140027; 076;J;1;120340193339 0
GA0140047 STD;076A;J;1;120340303629 7
11244040; 077;J;1;789537200402 1
GC0140029; 077;J;1;120340193338 3
GE0140004 STD;077A;J;1;120340303825 3
11014040;077A;J;1;789537204496 6
H14025 025; 078;J;1;120220301577 8
H14025; 079;J;1;120220301442 9
77672600 STD; 079;J;1;789053712576 4
A14539 050;079A;J;1;789241564198 4
800020541050 050;079A;J;1;789003037123 1
A14530 STD; 080;J;1;789241527592 9
A14539 STD; 080;J;1;789241564197 7
800020541000; 080;J;1;789053710104 1
A14419 060;080A;J;1;789241535675 8
800060840050 050; 081;J;1;789003034753 3
A14419 020; 081;J;1;789476606159 6
A14410 STD;081A;J;1;789476601040 2
800060840100;082A;J;1;789003035302 2
A14380 STD; 083;J;1;789241538388 4
A14300 050; 084;J;1;789241537316 8
A14389 050;084A;J;1;789241564229 5
EMA7520 050;084A;J;1;789003033755 8
A14300 STD; 085;J;1;789241537021 1
A14270 100; 086;J;1;789476601039 6
800021241100 100; 086;J;1;789053710039 6
A14279 100; 086;J;1;789241563427 6
DA6631100; 086;J;1;789003036205 5
M14342 025; 088;J;1;120060301431 5
M14342 050; 089;J;1;120060301432 2
M14342 075; 090;J;1;120060301433 9
M14342 100; 091;J;1;120060301434 6
M14505 STD; 092;J;1;789241537234 5
M14505 025; 093;J;1;789241537235 2
M14505 050; 094;J;1;789241537236 9
M14505 075; 095;J;1;789241537237 6
M14505 100; 096;J;1;789241537238 3
SM14272 STD; 097;J;1;120060052960 7
87393600 STD; 097;J;1;789053710684 8
SM14272 STD; 097;J;1;789241554759 0
BC272MT STD; 097;J;1;789000634850 2
SM272 100; 097;J;1;789000634945 5
M14272; 097;J;1;120060301427 8
M14272 025; 098;J;1;120060301569 5
87393610; 098;J;1;789053710685 5
SBC272J 025; 098;J;1;789000627325 5
SM14272 025; 098;J;1;789241554760 6
BC272 025; 098;J;1;120010013725 8
BC272J 050; 099;J;1;120060302812 1
87393620; 099;J;1;789053710686 2
SM14272 050; 099;J;1;789241554761 3
SBC272J 050; 099;J;1;120060303077 3
BC272 050; 099;J;1;789000634887 8
M14272 050; 099;J;1;120060301428 5
M30100 075;100;J;1;789000636406 9
M14272 075;100;J;1;120060301429 2
SM14272 075;100;J;1;789241554762 0
87393630;100;J;1;789053710687 9
M14272 100;101;J;1;120060301570 1
87393640 100;101;J;1;789053710688 6
77655600;102;J;1;789053710548 3
SB479;102;J;1;789000640011 8
SB14365 STD;102;J;1;120060052957 7
B14365;102;J;1;120060301407 0
SB14365;102;J;1;120060063450 9
SB14365 025;103;J;1;120060052985 0
77655610;103;J;1;789000630168 2
B14365 025;103;J;1;120060301954 9
77655610 025;103;J;1;789053710549 0
BB479 025;103;J;1;120060303287 6
86081614 025;103;J;1;280060580694 0
77655620;104;J;1;789053710550 6
SBB365J 050;104;J;1;120060303119 0
SB14365 050;104;J;1;120060052948 5
B14365 050;104;J;1;120060301408 7
B30100050;104;J;1;789000638096 0
B14365 075;105;J;1;120060301409 4
BB479 075;105;J;1;120060033240 5
77655630;105;J;1;789053710551 3
SB14365 075;105;J;1;120060052980 5
SBB365J 075;105;J;1;120060303112 1
B14365 100;106;J;1;120060301410 0
SB14365 100;106;J;1;120060023144 9
77655640 100;106A;J;1;789053710552 0
M14471 STD;107;J;1;789476604120 8
50017015;107A;J;1;789001738920 4
M14471 025;108;J;1;789476604122 2
50017024;108A;J;1;789001738921 1
M14471 050;109;J;1;789476604124 6
B14272;112;J;1;120060301415 5
B14272 025;113;J;1;120060301416 2
B14272 050;114;J;1;120060302393 5
77614620050;114;J;1;789000636240 9
11434;115;J;1;789001136823 6
11346;115;J;1;789000140250 6
B14272 075;115;J;1;120060302510 6
B14272 100;116;J;1;120060302511 3
20038;117;J;1;789267700462 6
UB150;117;J;1;750100010038 5
10112CV;117A;J;1;789000235092 9
10112AG;117A;J;1;789000240126 3
20055;118;J;1;789267700479 4
20900B;119;J;1;230020300053 0
74011291;120;J;1;720020300271 6
10105CV;120A;J;1;789000233484 4
10105AG;120A;J;1;789000238421 4
64011291;121;J;1;720020300246 4
10106CV;121A;J;1;789000233517 9
64011301;122;J;1;720020300247 1
10712AG;122A;J;1;789000235103 2
10117GS;123;J;1;730020580001 0
10411GU;123A;J;1;730020301610 9
10411AG;123A;J;1;789854426227 4
10514CV;123B;J;1;789000235101 8
10514MLS;123B;J;1;789000237916 6
10706 AG;124;J;1;789000237072 9
20300B;124;J;1;230020300031 8
10706AU/GU;124;J;1;730020580014 0
10706CB SC;124;J;1;130020300471 3
10405 MLS;124A;J;1;789854426019 5
10405CV;124A;J;1;789000234642 7
10506AG;125;J;1;789000237415 4
64013071;125;J;1;720020300249 5
10607AU/GU;125;J;1;730020580012 6
10607CB SC;125;J;1;130020300468 3
10607AG;125;J;1;789000235102 5
24100B;125;J;1;390020060009 3
10506AU/GU;126;J;1;730020581570 0
10506;126;J;1;730020301144 9
28700R;126;J;1;230020300930 4
10506GU;126;J;1;730020580009 6
10805CB SC;126;J;1;130020300474 4
64014851;126;J;1;720020300749 0
64012391;127;J;1;720020300248 8
10812AU/GU;127;J;1;730020580050 8
10812AG;127;J;1;789000235106 3
10812CB SC;127;J;1;130020300485 0
10507CV;127A;J;1;251410020301 1
10809AU/GUR;128;J;1;730020580023 2
24000B;128;J;1;230020300106 3
64014221;128;J;1;720020300251 8
10809AG;128;J;1;789854426039 3
10809AU/GU;128;J;1;730020580022 5
10306AU/GU;129;J;1;730020580008 9
10917CB SC;129;J;1;130020300522 2
10116ALB;130;J;1;789000237530 4
64014801;130;J;1;720020300256 3
10816B;130A;J;1;730020580112 3
84032053;130A;J;1;720020300339 3
20305B;131;J;1;230020300032 5
10915CB SC;131;J;1;130020300519 2
10915OR SC;131;J;1;130020300520 8
64014811;131;J;1;720020300745 2
20236B;133;J;1;230020300030 1
H14003;135;J;1;120220301806 9
146STP8M200H;135A;J;1;590270300071 2
618067050;136;J;1;470350050660 2
S14080 050;137A;J;1;120150583147 5
K33A;139;J;1;570440300026 5
299;140;J;1;170590011085 7
P1282 050;141;J;1;120150012781 8
207;142;J;1;789001738041 6
11204;142;J;1;789267700311 7
SK836S;142A;J;1;789001640550 9
SK863S;142A;J;1;789001640534 9
SK969;142A;J;1;789001639240 3
SK314S;142A;J;1;789001640623 0
SK156;142A;J;1;789001639680 7
SK893S;142A;J;1;789001640551 6
K32;143;J;1;570440580024 5
K30;144;J;1;570440580022 1
10054;145;J;1;789267700059 8
10121;145A;J;1;789267700122 9
10208;146;J;1;789267700216 5
PD1388;147;J;1;789015239487 3
93209401;147;J;1;789015232223 4
10201166;148;J;1;789008232224 3
 08930317;149;J;1;170660011132 8
275;150;J;1;470420050637 4
THD00135;150;J;1;170420301457 2
MTH3002NP;150;J;1;170420301600 2
10810OR SC;151;J;1;130020300482 9
OTD0072;153;J;1;170270050834 1
LFR5B;153A;J;1;789010539040 2
F000KE0P13;153A;J;1;789010536567 7
5PK1250;154;J;1;590270300035 4
BKUR6ET10;154A;J;1;789010536881 4
02264BRGF;156;J;1;789125202264 2
102178S;157;J;1;789004140507 9
02178BRAGS;157;J;1;789004119921 3
90180529;157;J;1;789001331752 2
02178BRGS;157;J;1;789125205003 4
10846CB LT;157A;J;1;130020300549 9
64013391;158;J;1;720020300250 1
02317BRAGF;159;J;1;789125202317 5
02317BFGF;159;J;1;510010010210 1
02396BREF;159A;J;1;789125202396 0
02400BREF;160;J;1;789004132575 9
01911BRG;162A;J;1;510410300064 8
02702BRAGF;163A;J;1;789125202702 9
02900BRAGF;164;J;1;789125202600 8
02600BRAG;164;J;1;510410010065 5
07395BARGG;165;J;1;510410300066 2
07686GAE;166;J;1;510410300067 9
02525BRAGF;166A;J;1;789004133353 2
02509BREF;168;J;1;789125202509 4
02509BR;168;J;1;789004115157 0
K70022; 001;K;1;120160280972 8
98129969; 001;K;1;789053711006 7
46606S;001A;K;1;730020280408 0
46606C;001A;K;1;730020280409 7
46606EF8;001A;K;1;789125280218 3
30525NP;001A;K;1;770020280006 6
68512220;001A;K;1;720020280388 8
46606OR;001A;K;1;130020281048 3
46606CB;001A;K;1;130020281047 6
68514491;001B;K;1;720020280394 9
22315B;001C;K;1;230020280059 9
68514371;001C;K;1;720020280737 4
46018NAK;001C;K;1;730020281633 5
46018PAK;001C;K;1;730020280458 5
40298969; 002;K;1;789053710909 2
K70062; 002;K;1;120160280973 5
68514271;002A;K;1;720020280391 8
22342B;002A;K;1;230020280061 2
46019PAK;002A;K;1;730020280459 2
46019NAK;002A;K;1;730020281632 8
149STP8M254H;002B;K;1;590270280111 2
22400;002B;K;1;730020490604 1
46803GU;002B;K;1;730020280426 4
58523801;002B;K;1;720020280422 9
58511501;002C;K;1;720020280417 5
22405B;002C;K;1;230020280064 3
K70152; 003;K;1;120160280974 2
46003CV;003A;K;1;789000233381 6
46003MLS;003A;K;1;789000237073 6
61032010 STD;003B;K;1;789537214420 8
K70182; 004;K;1;120160281597 2
22411;004A;K;1;230020280929 5
P1478 STD;004A;K;1;120150282873 7
97170969;004A;K;1;789053710963 4
97170610 050;004B;K;1;789053711926 8
K70192; 005;K;1;120160280975 9
97444600 STD;005A;K;1;789053713269 4
97444620;005B;K;1;789053713270 0
K70202; 006;K;1;120160280976 6
97169969; 006;K;1;400160280003 2
K70412; 007;K;1;120160280977 3
46012AU/GU; 008;K;1;730020280429 5
68534271; 008;K;1;720020280399 4
46012AG; 008;K;1;789854426342 4
46011CB RV; 008;K;1;130020281015 5
97537600;008A;K;1;789053713380 6
82232;008B;K;1;789000236222 9
97537610;008B;K;1;789053713381 3
68532541; 009;K;1;720020280397 0
68514501; 010;K;1;720020280395 6
46805CV; 010;K;1;789000232429 6
46805GU; 010;K;1;730020281579 6
46805AG; 010;K;1;789854426171 0
46706AU/GU; 011;K;1;730020280410 3
68512541; 011;K;1;720020280389 5
46706AG; 011;K;1;789000235148 3
46807GU; 012;K;1;730020280416 5
46107CB RV; 012;K;1;130020281021 6
46807CB; 012;K;1;130020280460 4
46807CB SC; 012;K;1;789354800741 8
68514601; 012;K;1;720020280396 3
46807AG; 012;K;1;789854426179 6
46107CB SC; 012;K;1;789354802920 5
23095; 013;K;1;230020190931 6
46007AU/GU; 013;K;1;730020280407 3
46007AG; 013;K;1;789854426147 5
46007AU/GUR; 013;K;1;730020280406 6
46007AGB; 013;K;1;789000232465 4
46206CB CI; 014;K;1;130020281046 9
46811AG; 015;K;1;789854426360 8
46811CV; 015;K;1;730020281588 8
456811GU; 015;K;1;730020281577 2
46811GU; 015;K;1;730020281578 9
68534501; 015;K;1;720020280403 8
78534271; 016;K;1;720020280414 4
46812AG; 016;K;1;789854426364 6
46812GU; 016;K;1;730020280437 0
68534601; 016;K;1;720020280404 5
46812CV; 016;K;1;730020281581 9
30195;016A;K;1;789000236224 3
46808MLS; 017;K;1;789000238295 1
46808CB RV; 017;K;1;130020281035 3
46808CV; 017;K;1;789000234609 0
46012OR RV; 018;K;1;130020281018 6
46806CB; 019;K;1;130020281049 0
46809AG;019A;K;1;789854426188 8
46809CV;019A;K;1;789000234610 6
46810OR RV; 020;K;1;130020281043 8
46912AG;020A;K;1;789854428946 2
46106CB RV;020A;K;1;789354804411 6
46810CB RV; 021;K;1;130020281041 4
46712AG;021A;K;1;789854426356 1
46712AU/GU;021A;K;1;730020280435 6
58505101; 022;K;1;720020280416 8
46711AU/GU; 022;K;1;730020280433 2
46001AU/GU; 022;K;1;730020280422 6
46711AG; 022;K;1;789854426354 7
10611AU/GU;022A;K;1;730020580046 1
10611A/G;022A;K;1;789854426233 5
68514281; 023;K;1;720020480392 3
46716PAK; 024;K;1;730020280488 2
46716NAK; 024;K;1;730020281619 9
46910S;024A;K;1;730020280439 4
46708AU/GU; 025;K;1;730020280412 7
30506NP; 025;K;1;789909213504 1
46708AG; 025;K;1;789854426165 9
46013AU/GU;025A;K;1;730020280431 8
46013AG;025A;K;1;789854426344 8
68514101; 026;K;1;720020280390 1
S70020; 027;K;1;120150281077 0
S70020 050; 028;K;1;120150282189 9
PA9290 050;028A;K;1;789001534281 2
520APL;029A;K;1;400180280098 6
91511960; 03;K;1;789053710901 6
S70060; 030;K;1;120150281078 7
S70060 050; 031;K;1;120160281586 6
121SX180;031A;K;1;170270013270 6
S70060 100; 032;K;1;120150012021 5
97380600 STD;032A;K;1;789001537121 8
30198;032B;K;1;400020280155 5
97539610;032C;K;1;789053713386 8
97539600;032E;K;1;789053713385 1
97380620;032F;K;1;789053713264 9
S70150; 033;K;1;120150281079 4
S70150 050; 034;K;1;120150282190 5
S70150 100; 035;K;1;120150282191 2
S70180; 036;K;1;120150281080 0
S70180 050; 037;K;1;120150282262 9
E70750 050;037A;K;1;120150172235 7
S70180 100; 038;K;1;120150282263 6
97392610;038A;K;1;789053712985 4
S70505 050;038A;K;1;120150283848 4
S70190; 039;K;1;120150281081 7
S70505 STD;039A;K;1;120150283847 7
97392600;039A;K;1;789053712984 7
S70190 050; 040;K;1;120150282280 3
S70555 050;040A;K;1;120150283850 7
97393610;040B;K;1;789053712987 8
S70190 100; 041;K;1;120150282281 0
97393600 STD;041A;K;1;789001634395 5
S70200; 042;K;1;120150281082 4
S70200 050; 043;K;1;120160283815 5
584010510; 043;K;1;789001539666 2
516K04200; 043;K;1;789001538985 5
270200 050; 043;K;1;170180282880 7
40059600; 043;K;1;789001539121 6
51001FPSG2;043B;K;1;789004736221 5
S70200 100; 044;K;1;120150282283 4
S70500; 045;K;1;120150281084 8
97345600; 045;K;1;789053712039 4
S70500 050; 046;K;1;120150282284 1
97345610; 046;K;1;789053712040 0
S70550; 048;K;1;120150281085 5
97497600; 048;K;1;789053713026 3
97497620 100; 048;K;1;789001538610 6
S70550 050; 049;K;1;120150282192 9
97497610; 049;K;1;789053713027 0
S70590; 051;K;1;120150281086 2
92450600 STD; 051;K;1;789001537120 1
80021;051A;K;1;789125280021 9
92450610; 052;K;1;789053711765 3
S70590 050; 052;K;1;120150282193 6
T14200;052A;K;1;120110303823 8
IND3014;052B;K;1;789004238763 3
S70590 100; 053;K;1;120150282194 3
92450620; 053;K;1;789053711766 0
VA0700267 STD;053A;K;1;120170283844 4
S70640; 054;K;1;120150281087 9
97135600 STD; 054;K;1;789001536441 8
VE0700268 STD;054A;K;1;120170283846 8
S70640 050; 055;K;1;120150191595 7
97135610 050; 055;K;1;789053711902 2
VE0700027;055A;K;1;120170043271 2
97135620; 056;K;1;789001532756 7
PS4829-050; 056;K;1;789001539226 8
S70640 100; 056;K;1;120150282246 9
VA0700009;056A;K;1;120170053052 4
S70650; 057;K;1;120150282234 6
97172620; 057;K;1;789053711930 5
97172600 STD; 057;K;1;789001534201 0
VE0700008;057A;K;1;120170053053 1
50017661;057A;K;1;789053713104 8
3871E;057A;K;1;789001733551 5
VX2989AA STD;057A;K;1;170170282940 9
S70650 050; 058;K;1;120150282378 7
PA1478 050; 058;K;1;120150282892 8
97172610 050; 058;K;1;789053711929 9
VA0700028;058A;K;1;120170283415 6
S70650 100; 059;K;1;120150282444 9
VA0700074;059A;K;1;120170283440 8
50017660 STD;059A;K;1;789053713103 1
S70670; 060;K;1;120150281089 3
VE0700077;060A;K;1;120170283445 3
3887EB;060B;K;1;789001735393 9
54382010;060B;K;1;789001738649 4
50017633;060B;K;1;789053712929 8
S70670 050; 061;K;1;120150282286 5
VA0700078;061A;K;1;120170283441 5
93356640 100; 062;K;1;789053711790 5
S70670 100; 062;K;1;120150282432 6
VA0700088;062A;K;1;120170283442 2
S70680; 063;K;1;120150282377 0
VA0700089;063A;K;1;120170283443 9
50017632;063B;K;1;789053712928 1
3886A;063B;K;1;789001736120 0
S70680 050; 064;K;1;120150281090 9
97209610; 064;K;1;789053711957 2
VE0700073;064A;K;1;120170283444 6
S70680 100; 065;K;1;170150282876 3
97209620; 065;K;1;789053711958 9
VE0700021;065A;K;1;120170283120 9
VA0700252 STD;066A;K;1;120170283843 7
VE0700253 STD;066B;K;1;120170283845 1
78476; 067;K;1;789000437010 9
E70020; 067;K;1;120150281172 2
E70060; 068;K;1;120150281173 9
E70150; 069;K;1;120150281174 6
E70180; 070;K;1;120150281175 3
E70190; 071;K;1;120150281176 0
E70200; 072;K;1;120150281177 7
E70200 100;072A;K;1;120150282730 3
97295701 STD; 073;K;1;280150040737 9
E70500; 073;K;1;120150281178 4
92450701 050;073A;K;1;789001532226 5
E70550; 074;K;1;120150281179 1
P1495;074A;K;1;120150052904 9
E70590; 075;K;1;120150281180 7
BC904 STD;075B;K;1;789000633856 5
E70640; 076;K;1;120150281181 4
E70650; 076;K;1;120150281182 1
E70650 075; 077;K;1;120150282007 6
E70670; 078;K;1;120150281183 8
E70670 075; 078;K;1;120150282005 2
E70680 075; 079;K;1;120150281184 5
E70700; 080;K;1;120150281185 2
E70750; 081;K;1;120150281186 9
E70760 075; 082;K;1;120150282220 9
E70760; 082;K;1;120150281187 6
E70780; 083;K;1;120150281666 6
461942P; 084;K;1;789004138669 9
E70810; 084;K;1;120150281667 3
E70830; 085;K;1;120150281668 0
E70850; 086;K;1;120150281669 7
E70860; 087;K;1;120150281670 3
E70870; 088;K;1;120150281671 0
E70880; 089;K;1;120150281672 7
E70890; 090;K;1;120150281673 4
A70029 STD; 091;K;1;789476606182 4
SNA2343; 091;K;1;890300280004 8
800026242000; 091;K;1;789053710029 7
A70022 STD; 091;K;1;789476601222 2
A70022 050; 092;K;1;789476601223 9
SNA2343 050; 092;K;1;690300280058 3
800026242 050; 092;K;1;789003034206 4
800026242050; 092;K;1;789053710030 3
A70029 050; 092;K;1;789476606183 1
SNA2343 100; 093;K;1;120300282840 8
800026242100; 093;K;1;789053710031 0
A70029 100; 093;K;1;789476606184 8
A70069 STD; 094;K;1;789476606185 5
A70062 STD; 094;K;1;789476601229 1
800026541000 STD; 094;K;1;789053710032 7
800026541050 050; 095;K;1;789053710033 4
A70069 050; 095;K;1;789476606186 2
A70069 100; 096;K;1;789476606187 9
A70079 STD; 097;K;1;789476606188 6
800062940000; 097;K;1;789053710025 9
A70079 050; 098;K;1;789476606189 3
800062940050; 098;K;1;789053710026 6
800062940100; 099;K;1;789053710027 3
A70079 100; 099;K;1;789476606190 9
A70159 STD;100;K;1;789476606191 6
A70150;100;K;1;120300281503 3
A70152 STD;100;K;1;789476601240 6
800026742000;100;K;1;789053710185 0
A70159 050;101;K;1;789476606192 3
800026742050;101;K;1;789003036752 4
800026742;101;K;1;789053710186 7
A70159 100;102;K;1;789476606193 0
800026742100;102;K;1;789053710187 4
800060740000;103;K;1;789053710188 1
A70200 STD;103;K;1;789476601243 7
50011861;103;K;1;280300190791 4
A70209 STD;103;K;1;789241563436 8
800060740050;104;K;1;789053710189 8
A70200 050;104;K;1;789476601244 4
DA6539050;104;K;1;789003036207 9
A70200 100;105;K;1;789476601245 1
800060740100;105;K;1;789053710190 4
A70300 STD;106;K;1;789476601247 5
M70105 STD;107;K;1;120060281579 1
M70105 025;108;K;1;789241554799 6
M70105 050;109;K;1;789476604415 5
BC105 050;109;K;1;789000634867 0
M70105 075;110;K;1;789476604416 2
BC105 100;111;K;1;789000634868 7
M70105 100;111;K;1;120060282013 9
SM70214 STD;112;K;1;789241554813 9
M70214 STD;112;K;1;789476604458 2
BC214 STD;112;K;1;789000634873 1
BC214 025;113;K;1;789000634871 7
SM70214 025;113;K;1;789241554814 6
SM70214 050;114;K;1;789241554815 3
M70214 050;114;K;1;120060282014 6
BC214 075;115;K;1;789000634872 4
M70214 075;115;K;1;789476604461 2
SM70214 100;116;K;1;789241554817 7
M70214 100;116;K;1;120060282016 0
M70234 STD;117;K;1;120060281446 6
SM70234 STD;117;K;1;789241554818 4
SM70234 025;118;K;1;789241554819 1
87978713 025;118;K;1;789053710789 0
M70234 025;118;K;1;120060281583 8
SBC234J STD;119;K;1;120060283257 6
M70234 050;119;K;1;789476604465 0
T427334;119;K;1;789000638982 6
87978723 050;119;K;1;789000635312 4
960780190117;119;K;1;789582517557 5
SM70234 050;119;K;1;789241554820 7
87978733 075;120;K;1;789000634622 5
SM70234 075;120;K;1;789241554821 4
M70234 100;121;K;1;789476604467 4
SM70234 100;121;K;1;789241554822 1
050X100;121;K;1;789000636284 3
BC234 100;121;K;1;789000634874 8
M70244 STD;122;K;1;789476604468 1
M70244 025;123;K;1;789476604469 8
SM70244 025;123;K;1;789241554824 5
BC244 025;123;K;1;789000634875 5
M70244 050;124;K;1;789476604470 4
SM70244 050;124;K;1;789241554825 2
BC244 050;124;K;1;789000634876 2
SM70244 075;125;K;1;789241554826 9
M70244 075;125;K;1;120060282018 4
BC244 100;126;K;1;789000634877 9
SM70244 100;126;K;1;789241554827 6
SM70244 STD;126;K;1;789241554823 8
SM70292J050;126;K;1;789000638977 2
M70244 100;126;K;1;120060282737 4
SM70254 STD;127;K;1;120060283486 0
M70254 STD;127;K;1;120060281447 3
BC254 STD;127;K;1;789000634878 6
SM70254 025;128;K;1;789241554829 0
87978813 025;128;K;1;789000634623 2
SBB254J 025;128;K;1;120060323113 2
M70254 025;128;K;1;120060282408 3
SBC254J 050;129;K;1;120060282963 7
SM70254 050;129;K;1;789241554830 6
87978823 050;129;K;1;789000633818 3
M70254 050;129;K;1;120060282063 4
87978823 STD;129;K;1;789053710799 9
87978833 STD;130;K;1;789053710802 6
20134ISH;130;K;1;789001037180 0
87978833 075;130;K;1;789000633819 0
M70254 075;130;K;1;789000618973 0
SM70254 075;130;K;1;120060053297 3
BDVW16B;131;K;1;789001037161 9
M70254 100;131;K;1;789476604480 3
BC174 STD;132;K;1;789000634869 4
SM70174 STD;132;K;1;789241554803 0
87978805 STD;132;K;1;789000634624 9
M70174 STD;132;K;1;120060281444 2
SM70174 025;133;K;1;789241554804 7
M70174 025;133;K;1;120060282334 5
87978815 025;133;K;1;789000634627 0
BC174J 025;133;K;1;120060283265 1
87978825 STD;134;K;1;789000633783 4
87978825 050;134;K;1;789053710800 2
BBTO18;134;K;1;789000639007 5
SBC174J 050;134;K;1;120060282945 3
SM70174 050;134;K;1;789241554805 4
77522600;134;K;1;789000638726 6
77849620;134;K;1;789000638995 6
79386610;134;K;1;789000638778 5
M70174 050;134;K;1;120060282182 2
M70174 075;135;K;1;789476604443 8
SM70174 075;135;K;1;789241554806 1
87978835 075;135;K;1;789000634628 7
SBC174J 075;135;K;1;120060283107 4
SM70174 100;136;K;1;789241554807 8
M70174 100;136;K;1;789476604444 5
87978845 100;136;K;1;789000634626 3
SM70184 STD;137;K;1;789241554808 5
M70184 STD;137;K;1;789476604445 2
87978816 025;138;K;1;789000634629 4
M70184 025;138;K;1;120060282401 4
SM70184 025;138;K;1;789241554809 2
87978826 050;139;K;1;789000634630 0
SM70184J 050;139;K;1;789241554810 8
M70184 050;139;K;1;120060282402 1
87978836 075;140;K;1;789000634631 7
M70184 075;140;K;1;789476604448 3
PJF21F075M200;140;K;1;789000636341 3
SM70184 075;140;K;1;789241554811 5
SM70184 100;141;K;1;789241554812 2
BC184 100;141;K;1;789000634870 0
M70184 100;141;K;1;789476604449 0
M70264 STD;142;K;1;789476604484 1
SM70264 STD;142;K;1;789241554837 5
SM70264 025;143;K;1;789241554834 4
M70264 025;143;K;1;789476604485 8
SM70264J050;144;K;1;789241554835 1
M70264 050;144;K;1;120060282398 7
SM70264J025;144;K;1;789000638475 3
SM70264J100;144;K;1;789000639024 2
M70264 075;145;K;1;120060282441 0
SM70264 075;145;K;1;789241554836 8
SM70264 100;146;K;1;120060052990 4
M70264 100;146;K;1;789476604488 9
VA0700082;147;K;1;120170282580 2
50017016 STD;147;K;1;789053711390 7
VE0700081;148;K;1;120170283075 2
50017017;148;K;1;789053711391 4
50017072;149;K;1;789053711401 0
VE0700062;149;K;1;120170053161 3
825A;150;K;1;789001735220 8
50017385;150;K;1;789053711414 0
VS5454;150A;K;1;789001738852 8
VS5697;150A;K;1;789001740385 6
50017663;150A;K;1;789053713106 2
3869E;150A;K;1;789001737060 8
VX3094AA;150A;K;1;920170280083 2
50017386 STD;151;K;1;789053711415 7
1825E;151;K;1;789001735219 2
50017662;151A;K;1;789053713105 5
VA0700061;152;K;1;120170023234 3
50017392;152;K;1;789053711419 5
VS0981;152;K;1;789000136252 7
50017396;153;K;1;789053711420 1
VA0700017;153;K;1;120170282578 9
RA1032;153;K;1;789909742202 3
815A;153;K;1;789001735243 7
1815E;154;K;1;789001733342 9
RE1033;154;K;1;789001732230 0
VE0700016;154;K;1;120170282579 6
VS1696;154;K;1;789418221222 0
50017397;154;K;1;789053711421 8
VS1646;155;K;1;920170280014 6
50017715;155;K;1;789053711441 6
VA0700050;155;K;1;120170282576 5
453A;156;K;1;789001733508 9
50017716;156;K;1;789053711442 3
RA1010NP;156;K;1;789001732561 5
VA0700020;156;K;1;120170053056 2
50017728;157;K;1;789053711454 6
RE1121;157;K;1;280170280856 1
1453E;158;K;1;789001733526 3
VE0700022;158;K;1;920170050004 8
50017738;158;K;1;789053711464 5
VE0700049;159;K;1;120170282577 2
50017788;159;K;1;789053711514 7
50017826;160;K;1;789053711545 1
