Cód.Original;Baia;;Nível;Cód.Barras
50947367; 085;AE;2;720020050679 8
73158E; 086;AE;2;789582537072 7
77424E; 087;AE;2;789582500374 8
FX110041E; 088;AE;2;789582545320 8
70180183E; 089;AE;2;789582503326 4
HS013E; 090;AE;2;789582500452 3
70650161E; 091;AE;2;789582508009 1
70920186E; 092;AE;2;789582508094 7
2645A617; 093;AE;2;789582501900 8
70740378E; 094;AE;2;789582504645 5
70991786; 095;AE;2;100020054202 6
V6801180; 096;AE;2;000008409996 9
77496E; 096;AE;2;789582500394 6
70490341RE; 097;AE;2;789582519925 0
70422NA; 097;AE;2;789000238299 9
3683H005E; 098;AE;2;789582502532 0
70490398RE; 099;AE;2;100010014570 9
 0490706;100;AE;2;100020057309 9
70490143;101;AE;2;100020054007 7
70421NAK;102;AE;2;789000240340 3
70490353RE;102;AE;2;789582508785 4
70021NAK;102;AE;2;789000237422 2
70490353;102;AE;2;100020054040 4
70040010;103;AE;2;789582502944 1
ERR2216AE;104;AE;2;789582506278 3
70470106E;105;AE;2;789582503924 2
70240268E;106;AE;2;789582507757 2
FB108161E;107;AE;2;789582506393 3
3386A004;108;AE;2;100050036511 0
4133L011;109;AE;2;789582507586 8
73172E;109;AE;2;789582536781 9
70998105E;110;AE;2;789582506104 5
70820086E;111;AE;2;789582504773 5
TE110151E;112;AE;2;789582506453 4
2646E008E;113A;AE;2;789582507447 2
3771K101;114;AE;2;100080056368 1
 0490307;115;AE;2;100020057289 4
70490377E;116;AE;2;789582507877 7
33154126;117;AE;2;100300058988 8
423664;118;AE;2;100230053982 1
3382P004;120;AE;2;100020059472 8
70650074;121;AE;2;100120050375 8
70180235E;122;AE;2;789582507702 2
70180236E;122;AE;2;789582507703 9
ETC5592B;123;AE;2;100170339290 3
72118E;123;AE;2;789582536798 7
70950033E;124;AE;2;789582504965 4
70200764;125;AE;2;789582503557 2
70740733E;126;AE;2;789582504648 6
ERR0560AE;127;AE;2;789582506247 9
70490032E;128;AE;2;789582503943 3
70490410E;129;AE;2;789582507907 1
70843NA;130;AE;2;789000240342 7
70490349E;130;AE;2;789582507847 0
50937398;131;AE;2;789000232407 4
70490749R;131;AE;2;789582521374 1
36825107E;133;AE;2;789582502498 9
70100706E;134;AE;2;789582503197 0
70820048E;135;AE;2;789582504747 6
79950136;136;AE;2;100940053714 6
4138A035;137;AE;2;789582502887 1
2313R082;138;AE;2;789582501749 3
70240104;139;AE;2;100480053154 1
74067;140;AE;2;100800053430 2
FS110301E;141;AE;2;789582506421 3
ERR1203BE;142;AE;2;789582506262 2
70740737E;143;AE;2;789582504652 3
TE110051E;144;AE;2;789582506451 0
70420021;145;AE;2;789582503824 5
70380051;146;AE;2;789582503791 0
70570094E;147;AE;2;789582545245 4
70200091;148;AE;2;100480051260 1
77419E;149;AE;2;100670050515 8
70740343E;150;AE;2;789582504625 7
70200284E;151;AE;2;789582503408 7
ERR2228AE;153;AE;2;789582506281 3
70920071;154;AE;2;100240050802 4
70330026E;155;AE;2;789582503729 3
0826251E;156;AE;2;789582501118 7
77068;157;AE;2;101000053782 5
70220NAK;159;AE;2;789854400179 8
FB108091E;160;AE;2;789582506390 2
70100803E;161;AE;2;789582503249 6
70740367;163;AE;2;789582504637 0
70993025E;164;AE;2;789582505844 1
70057;165;AE;2;789582500019 8
A16M104;65;AE;2;789000440344 9
7008460R1E;72;AE;2;789002440788 5
ERR3424AP;72;AE;2;789002440466 2
32166329E; 001;AF;2;789582502076 9
FC108081E; 002;AF;2;789582506401 5
 0380164; 003;AF;2;789582500898 9
2314J001; 004;AF;2;789582501776 9
70940126; 005;AF;2;100870050876 4
2117715;005A;AF;2;789017439338 0
RCCE0050;005A;AF;2;789017433079 8
70200214E; 006;AF;2;789582503373 8
OTD0025; 007;AF;2;170210053121 5
70470123E;007A;AF;2;789582507793 0
OTD0024; 008;AF;2;170210053120 8
OTD0023; 009;AF;2;170210053119 2
70100840E; 010;AF;2;789582507669 8
2646E015;010A;AF;2;100620057920 8
2646E009E;010A;AF;2;789582507178 5
70993689; 011;AF;2;789582508232 3
70740311E; 012;AF;2;789582504613 4
70991698E; 013;AF;2;789582505350 7
3612H001; 014;AF;2;100190059683 8
2314K159; 015;AF;2;100040057757 6
70470112E; 016;AF;2;789582503927 3
70470125E;016A;AF;2;789582507794 7
2314J008; 017;AF;2;789582501782 0
70740758E;017A;AF;2;789582508043 5
4138A033E; 018;AF;2;789582502885 7
ERR2732AE;018A;AF;2;789582506290 5
70240040; 019;AF;2;100510051748 8
70440032P; 020;AF;2;789005140568 7
70440032; 020;AF;2;100510051872 0
2314J012E; 021;AF;2;789582501785 1
32184234; 022;AF;2;789582502088 2
3685F005E; 023;AF;2;789582502560 3
70265NA; 023;AF;2;789000238788 8
33813131E; 024;AF;2;789582502269 5
33531136; 025;AF;2;100210059358 0
32712111E; 026;AF;2;789582502115 5
3687W006E; 027;AF;2;789582502627 3
3311K009; 028;AF;2;100240058918 4
2314H008E; 029;AF;2;789582501767 7
70740041; 030;AF;2;100040050151 9
70820127E; 031;AF;2;789582519446 0
70240189; 031;AF;2;100480051762 0
70540119; 032;AF;2;100090051614 3
ERR3339AE; 033;AF;2;789582506299 8
3818D013; 034;AF;2;100070052376 1
70820102; 035;AF;2;100140050665 8
70820101; 036;AF;2;789582504784 1
2314H031; 037;AF;2;100040057724 8
77407E; 038;AF;2;789582500362 5
70330102; 039;AF;2;100660051840 1
70810054E; 040;AF;2;789582504720 9
 0748404; 040;AF;2;100040057528 2
70100820E; 041;AF;2;789582507658 2
33121416E; 041;AF;2;789582502157 5
33813129E; 042;AF;2;789582502268 8
32718523E; 043;AF;2;789582502121 6
2318A634E; 044;AF;2;789582501810 0
33117426; 045;AF;2;100240058912 2
2485A204; 046;AF;2;100120057798 8
33117434E; 047;AF;2;789582502154 4
70680015E; 048;AF;2;789582504510 6
33817135E; 049;AF;2;789582507091 7
70490691E; 050;AF;2;789582508829 5
36831112; 051;AF;2;100020053566 0
ERC5913AE; 052;AF;2;789582508388 7
3764E061; 053;AF;2;100080052110 0
2314J003E; 054;AF;2;789582501778 3
41425784E; 055;AF;2;100610058215 5
70820118E; 056;AF;2;789582508069 5
70650070E; 057;AF;2;789582504400 0
70740362; 058;AF;2;100040051417 5
2314H001; 059;AF;2;100040057712 5
70490283E; 060;AF;2;789582504074 3
77374E; 061;AF;2;789582500345 8
70200592E; 062;AF;2;789582503501 5
 0096448; 063;AF;2;789582500823 1
36857411; 064;AF;2;100020051147 3
635859; 065;AF;2;789582500728 9
70740310E; 066;AF;2;789582504612 7
2311D060; 067;AF;2;100040057688 3
70490210; 068;AF;2;100020051033 9
70610062; 069;AF;2;789582504273 0
70100828E; 070;AF;2;789582507663 6
70991967; 070;AF;2;789582505430 6
3753R111; 071;AF;2;100480054162 5
2314C035; 072;AF;2;100040057703 3
70200706E; 073;AF;2;789582503529 9
3342A605E; 074;AF;2;789582508541 6
3342A605P; 074;AF;2;789004139886 9
36867153; 075;AF;2;100020051117 6
2313C077E; 076;AF;2;789582507099 3
77410E; 077;AF;2;789582500364 9
2314J002E; 078;AF;2;789582501777 6
2646E006E;079A;AF;2;789582507446 5
2646E012;079A;AF;2;100620057918 5
32718522E; 080;AF;2;789582502120 9
70740191E; 081;AF;2;789582504605 9
70740790E; 082;AF;2;789582508055 8
70740144E; 083;AF;2;789582504594 6
70820076E; 084;AF;2;789582504766 7
32416117E; 085;AF;2;789582502100 1
 0206136; 086;AF;2;100080057020 7
2645A606E; 088;AF;2;789582501896 4
V6801052; 088;AF;2;789006733271 7
31754119; 089;AF;2;100700058834 6
3327E009E; 090;AF;2;789582502215 2
70740308; 091;AF;2;100040051390 1
70740307E; 092;AF;2;789582504609 7
2511437E; 093;AF;2;789582501356 3
635446; 094;AF;2;100060051517 0
3771K043; 095;AF;2;100080055462 7
2314F003; 096;AF;2;100040057708 8
70100715; 097;AF;2;100070052139 2
70950032; 098;AF;2;100930050664 8
70820106E; 099;AF;2;789582504788 9
70650138E;100;AF;2;789582504426 0
2551A009E;101;AF;2;789582501854 4
2551A009P;101;AF;2;789005939746 5
73072;102;AF;2;100900058193 8
2645A616;103;AF;2;789582501899 5
70998005;104;AF;2;100070053415 6
SI7366;105;AF;2;789006732289 3
36831115;106;AF;2;100020051219 7
36831122;107;AF;2;100020051088 9
70470072E;108;AF;2;789582503912 9
70993192E;109;AF;2;789582505890 8
70740040;110;AF;2;789582504551 9
70740738;111;AF;2;789582508035 0
2645680;112;AF;2;100670057871 8
70420028E;113;AF;2;789582508680 2
2313C059;114;AF;2;789582501737 0
2314J038E;115;AF;2;789582501788 2
33123125E;116;AF;2;789582502160 5
70490267E;117;AF;2;789582504062 0
50954798;118;AF;2;789000232401 2
36861448E;118;AF;2;789582502564 1
2722A206E;119;AF;2;789582501940 4
70440038;11A;AF;2;100510051873 7
ERR0913BE;121;AF;2;789582506256 1
2645A603;122;AF;2;789582501894 0
2314N043E;123;AF;2;789582501798 1
635447;124;AF;2;100020053036 8
3317M001;125;AF;2;101160054250 9
 0330505;126;AF;2;100220057022 1
70490109;127;AF;2;100020053210 2
70740088;128;AF;2;100040051412 0
70740090;129;AF;2;100040051451 9
70100724;130;AF;2;789582503207 6
70740155;131;AF;2;789582504596 0
70490390;132;AF;2;789582507888 3
70740361;133;AF;2;100040051485 4
33451804E;134;AF;2;789582502243 5
70998058E;135;AF;2;789582506072 7
3313E011;136;AF;2;100340058956 3
32413415;137;AF;2;100480053888 5
70950030;138;AF;2;100930050663 1
ETC8810AE;139;AF;2;789582506386 5
2314H006E;141;AF;2;789582501765 3
BU807A;142;AF;2;100660054851 4
7008436R91E;142;AF;2;789010940708 3
ERR3343PAR;142;AF;2;789010936917 6
ERR3343DE;142;AF;2;789582506302 5
 0780005;143;AF;2;100700053703 0
70920106E;144;AF;2;789582504878 7
70200092;145;AF;2;100480052084 2
70993663R;146;AF;2;789582521991 0
3818X901;147;AF;2;100070050839 3
U5MH0050E;148;AF;2;789582506468 8
31171962;149;AF;2;100310057979 6
70570131E;150;AF;2;789582507977 4
4142V002E;151;AF;2;100510052597 1
70180042;152;AF;2;100620053095 7
31744151;153;AF;2;789582502049 3
70920130;154;AF;2;100240050131 5
2314H013;155;AF;2;789582501770 7
2645A021E;156;AF;2;789582501890 2
 0201045;157;AF;2;100080057010 8
70180198E;157;AF;2;789582507687 2
70100660;158;AF;2;100070051998 6
ERC5923CE;159;AF;2;789582508389 4
3311X002E;160;AF;2;789582502156 8
3654W003;161;AF;2;789582506977 5
70740757E;162;AF;2;789582504656 1
7008334R1E;50;AF;2;789000240379 3
M57039 STD; 001;B;2;789476604284 7
3152180; 001;B;2;789582501431 7
77639610; 002;B;2;789005840233 7
3152180AE; 002;B;2;789582502037 0
M57039 025; 002;B;2;789476604286 1
BC039 025; 002;B;2;789000634824 3
M57039 050; 003;B;2;789476604288 5
3152180B; 003;B;2;789582502038 7
3152180CE; 004;B;2;789582537756 6
M57039 075; 004;B;2;789476604290 8
77639640 100; 005;B;2;789053710461 5
86039644 100; 005;B;2;280060050330 1
M57039 100; 005;B;2;789476604292 2
M57039 150; 006;B;2;789476604294 6
203884150; 006;B;2;789000633549 6
315270; 007;B;2;789582500570 4
B57037 STD; 007;B;2;789476601590 2
315270AE; 008;B;2;789582537262 2
B57037 025; 008;B;2;789476601592 6
B57037 050; 009;B;2;789476601594 0
315270B; 009;B;2;789582501439 3
SBC039J; 01;B;2;789000640553 3
315270C; 010;B;2;789582501440 9
B57037 075; 010;B;2;789476601595 7
B57037 100; 011;B;2;789476601597 1
77638640; 011;B;2;789053710456 1
B57037 150; 012;B;2;120060050181 8
635814A; 013;B;2;100240052460 4
L57015 019; 014;B;2;120240040403 0
U5ME0009; 015;B;2;100580059767 4
HS074; 016;B;2;789582508418 1
HS074AE; 017;B;2;789582508419 8
7006682C1E; 018;B;2;789001738403 2
70910101E; 018;B;2;789582525655 7
7006684R1E; 018;B;2;789001738653 1
70910080; 018;B;2;789582508678 9
70910100E; 019;B;2;789582524617 6
7007220C1E; 019;B;2;789001740543 0
3142H041E; 020;B;2;789582507474 8
70910015A; 021;B;2;100170054198 4
70910015B; 022;B;2;100170054199 1
75151; 024;B;2;789582500238 3
VT30576; 025;B;2;789001738444 5
ERR3291AE; 025;B;2;789582506297 4
M57038 STD; 026;B;2;789476604278 6
4203192; 026;B;2;789582501463 8
4203192AE; 027;B;2;789582536918 9
77633610 025; 027;B;2;789000636716 9
M57038 025; 027;B;2;789476604279 3
M57038 050; 028;B;2;789476604280 9
4203192BE; 028;B;2;789582502912 0
BC038J 030; 029;B;2;120220052648 2
4203192C; 029;B;2;789582502913 7
M57038 075; 029;B;2;789476604281 6
SBC039J020; 03;B;2;789000640277 8
BC039J 020; 03;B;2;120060032282 6
77633640; 030;B;2;789000632828 3
M57038 100; 030;B;2;789476604282 3
M57038 150; 031;B;2;789476604283 0
77633650; 031;B;2;789053710431 8
B57038 STD; 032;B;2;789476601599 5
420370P; 032;B;2;789000640232 7
420370; 032;B;2;789582500586 5
B57038 025; 033;B;2;789476601600 8
420370AE; 033;B;2;789582536927 1
420370BE; 034;B;2;789582545602 5
B57038 050; 034;B;2;789476601601 5
B57038 075; 035;B;2;789476601602 2
420370C; 035;B;2;789582501472 0
86032634 075; 035;B;2;280060010702 8
77632640; 036;B;2;789000633038 5
77632640; 036;B;2;789053710424 0
77632650; 037;B;2;789053710425 7
B57038 150; 037;B;2;789476601604 6
U5MB0015; 038;B;2;100580059766 7
U5MB0014; 039;B;2;100010014826 7
HS008B; 040;B;2;789582500754 8
HS008CE; 041;B;2;789582500755 5
HS008D; 042;B;2;100240339379 5
L57009; 043;B;2;120240050369 6
635756; 043;B;2;100240053030 8
635756A; 044;B;2;100240053045 2
L57009 019; 044;B;2;120240050242 2
635814; 045;B;2;100240050685 3
L57015; 045;B;2;120240050868 4
70910060; 046;B;2;100170050791 1
7007206C1E; 046;B;2;789001740614 7
R7002262C1E; 046;B;2;789582525716 5
70910060R; 046;B;2;789582519435 4
70910061R; 047;B;2;789582519468 2
70910061; 047;B;2;100170050792 8
7007210C1E; 047;B;2;789001740082 4
R7002266C1E; 047;B;2;789582537061 1
R7002267C1E; 048;B;2;789582525590 1
70910094R; 048;B;2;789582519438 5
248EC; 049;B;2;789001732827 2
50017706; 049;B;2;789053711432 4
VE0570031; 049;B;2;789241548004 0
7008005R1; 049;B;2;789582535406 2
VS0886; 049;B;2;789001719590 4
70910002RE; 049;B;2;789582508861 5
70910002; 049;B;2;100170050729 4
70998143; 050;B;2;100170055026 9
VE0570034; 050;B;2;120170052573 5
50017727 STD; 050;B;2;789053711453 9
VA0570033; 051;B;2;120170052569 8
50017707 STD; 051;B;2;789053711433 1
 0910069; 051;B;2;100170057674 0
250AMF; 051;B;2;789001733519 5
70998030P; 052;B;2;789001740591 1
70998030E; 052;B;2;789582506048 2
75040; 053;B;2;100170050007 3
M57285 STD; 054;B;2;789476604307 3
SBC285JSTD; 054;B;2;789000636450 2
77635600 STD; 054;B;2;789000633393 5
423669; 054;B;2;789582500611 4
M57285 025; 055;B;2;789476604308 0
SBC285J 010; 055;B;2;789000637016 9
423669A; 055;B;2;789582501545 1
77635610 025; 055;B;2;789053710438 7
SBC285J 020; 056;B;2;789000636539 4
77635620 050; 056;B;2;789053710439 4
BC285 020; 056;B;2;120060052692 7
423669B; 056;B;2;789582501546 8
M57285 050; 056;B;2;789476604309 7
SBC285J 030; 057;B;2;789241513422 6
423669C; 057;B;2;789582501547 5
M57285 075; 057;B;2;789476604310 3
BC285J 100; 058;B;2;120060052887 7
M57285 100; 058;B;2;789476604311 0
77635640; 058;B;2;789000634625 6
77635640 100; 058;B;2;789000633039 2
SB57375 STD; 060;B;2;789476601627 5
423670; 060;B;2;789582500612 1
423670; 060;B;2;789005800853 9
7008309R91; 060;B;2;789005840809 4
SBB375J 010; 061;B;2;789000637197 5
423670AE; 061;B;2;789582536661 4
B57375 025; 061;B;2;789476601628 2
SBB375J 020; 062;B;2;789000636921 7
B57375 050; 062;B;2;789476601629 9
423670B; 062;B;2;789582501549 9
SBB375J 030; 063;B;2;789000636557 8
423670C; 063;B;2;789582501550 5
77634630 075; 063;B;2;789000635980 5
B57375 075; 063;B;2;789476601630 5
77634640 100; 064;B;2;789053710436 3
BB375J 100; 064;B;2;120060053059 7
B57375 100; 064;B;2;789476601631 2
423670D; 064;B;2;100060051918 5
103924 150; 065;B;2;789000634125 1
S1025; 066;B;2;100580059684 4
U5MB0007E; 066;B;2;789582506465 7
L57006; 067;B;2;120240050867 7
3152148P; 067;B;2;789002440586 7
3152148; 067;B;2;789582501416 4
AE006J005; 068;B;2;120240053207 8
L57006 019; 068;B;2;120240050126 5
3152148AE; 068;B;2;789582545160 0
424808; 069;B;2;789582500619 0
79249600 STD; 069;B;2;789003035634 4
AE032J; 069;B;2;120240052697 8
86027604; 069;B;2;280060010698 4
L57032 STD; 069;B;2;789476603940 3
79249610; 069;B;2;789003039361 5
SBB037J; 07;B;2;789000640554 0
424808A; 070;B;2;789582501552 9
L57032 019; 070;B;2;789002405399 0
L57036 STD; 071;B;2;789241539472 9
HS008; 071;B;2;789582500447 9
L57036 019; 072;B;2;120240052514 8
HS008A; 072;B;2;789582500753 1
70910020R; 073;B;2;789582519437 8
70910021; 074;B;2;100170050770 6
70910059R; 075;B;2;789582519448 4
7007216C1E; 075;B;2;789582585538 5
R7002273C1E; 075;B;2;789582537121 2
7008006R1; 076;B;2;789582535494 9
70910009RE; 076;B;2;789582519432 3
50017792; 076;B;2;789053711518 5
VS1160; 076;B;2;920010010038 4
VA0570024; 076;B;2;789241548028 6
VA602A; 076;B;2;170170010846 9
70910016; 076;B;2;100170050761 4
70910010R; 077;B;2;789582519430 9
7008007R1; 077;B;2;789582535492 5
VE0570023; 077;B;2;120170033524 2
70910010; 077;B;2;100170050743 0
VE0570020903; 077;B;2;789241548001 9
R7002268C1E; 077;B;2;789582525724 0
VS1161; 077;B;2;789418221183 4
50017793; 077;B;2;789053711519 2
70910001RE; 078;B;2;789582508859 2
VS0887; 078;B;2;789001726649 9
VA0570032; 078;B;2;789241548032 3
70910001; 078;B;2;100170050726 3
50017704; 078;B;2;789053711430 0
7008004R1E; 078;B;2;789582545302 4
247A; 078;B;2;789001732830 2
70998113E; 079;B;2;789582536751 2
70998116E; 080;B;2;789582545161 7
BC796 STD; 081;B;2;789000634898 4
HS007; 081;B;2;789582500446 2
M57796 STD; 081;B;2;789241534627 8
86054604; 081;B;2;280060050348 6
BC796 025; 082;B;2;789000634897 7
M57796 025; 082;B;2;789241534628 5
HS007A; 082;B;2;789582500752 4
77598610 025; 082;B;2;789000638166 0
77598620 050; 083;B;2;789053710494 3
DGBC13025 050; 083;B;2;789000636336 9
M57796 050; 083;B;2;120060052512 8
86054634 075; 084;B;2;280060050351 6
77598630; 084;B;2;789000633049 1
B57377 STD; 085;B;2;789241534616 2
HS009; 085;B;2;789582500448 6
BB377MT 025; 086;B;2;789000634845 8
HS009AE; 086;B;2;789582500757 9
B57377 025; 086;B;2;789241534617 9
77597610 025; 086;B;2;789000638420 3
77597620 050; 087;B;2;789053710489 9
10844 050; 087;B;2;690060050040 2
B57377 050; 087;B;2;120060052329 2
77597630; 088;B;2;789000633048 4
B57377 075; 088;B;2;120060052513 5
77597630; 088;B;2;789053710490 5
77597640;088A;B;2;789053710491 2
CBA32; 089;B;2;789005838446 6
B57486 STD; 089;B;2;789476601653 4
4236114; 089;B;2;789582501476 8
BB486 STD; 089;B;2;120060052759 7
BB037J 020; 09;B;2;120060053206 5
SBB037J020SPA; 09;B;2;789000637883 7
B57486 025; 090;B;2;789476601654 1
4236114A; 090;B;2;789582502916 8
B57486 050; 091;B;2;789476601655 8
4236114B; 091;B;2;789582502917 5
BB486 050; 091;B;2;789000634820 5
4236114C; 092;B;2;789582502918 2
B57486 075; 092;B;2;789476601656 5
SBB486J075; 092;B;2;789000640771 1
B57486 100; 093;B;2;789476601657 2
77647640 100; 093;B;2;789053710486 8
77642600 STD; 094;B;2;789053710470 7
B57150 STD; 094;B;2;789476601611 4
635839E; 094;B;2;789582500721 0
BB150J STD; 094;B;2;120060031833 1
635839A; 095;B;2;100060052890 3
B57150 025; 095;B;2;789476601612 1
77642610 025; 095;B;2;789053710471 4
635839B; 096;B;2;100580052720 6
B57150 050; 096;B;2;789476601613 8
635839CE; 097;B;2;789582501641 0
B57150 075; 097;B;2;789476601614 5
B57150 100; 098;B;2;120060050037 8
B57150 150; 099;B;2;120060050851 0
VS2816;100;B;2;789001725930 9
70910018;100;B;2;100170050767 6
R7002270C1;100;B;2;789582545242 3
VE0570037;100;B;2;120170052574 2
7008013R1;100;B;2;789582535367 6
50017770;100;B;2;789053711496 6
70910018R;100;B;2;789582508858 5
70910102E;101;B;2;789000134231 4
7006683C1E;101;B;2;789582534707 1
R7002271C1;102;B;2;789001739282 2
50017859;102;B;2;789053711574 1
70910019;102;B;2;100170050793 5
70910019RE;102;B;2;789582519471 2
70910023;103;B;2;100010012519 0
70910023RE;103;B;2;789582519436 1
70910024RE;104;B;2;789000134227 7
70910003RE;105;B;2;789582519433 0
7008002R1E;105;B;2;789001740630 7
70910003;105;B;2;100170050737 9
VA0570035;105;B;2;120170052644 2
70993465E;106;B;2;789582536472 6
4133L509;106A;B;2;789001736398 3
70998003E;107;B;2;789582536888 5
70440172E;107A;B;2;789582503877 1
SBC286J STD;108;B;2;120060053098 6
635436;108;B;2;789582500661 9
U5MB0030;108;B;2;789005837722 2
M57286 STD;108;B;2;789476604313 4
635436A;109;B;2;789582501594 9
M57286 025;109;B;2;789476604314 1
635436BE;110;B;2;789582501595 6
M57286 050;110;B;2;789476604315 8
635436C;111;B;2;789582501596 3
M57286 075;111;B;2;789476604316 5
M57286 100;112;B;2;120060050158 0
635436P;112;B;2;100580050850 2
77637640 100;112;B;2;789053710451 6
B57376 STD;113;B;2;789476601633 6
635437;113;B;2;789582500662 6
635437AE;114;B;2;789582501597 0
SBB376J010;114;B;2;789000041070 0
B57376 025;114;B;2;120060050144 3
635437B;115;B;2;789582501598 7
B57376 050;115;B;2;120060050189 4
635437CE;116;B;2;789582501599 4
B57376 075;116;B;2;120060050198 6
635437D;117;B;2;100060050853 0
77636640 100;117;B;2;789053710446 2
B57376 100;117;B;2;120060050202 0
B57374 STD;118;B;2;789241545737 0
HS075;118;B;2;789582508420 4
SB374;118;B;2;789000639963 4
HS075AE;118A;B;2;789582508421 1
RB4374A 050;119;B;2;789000638440 1
SB374050;119;B;2;789000639956 6
BB71930 075;119A;B;2;789000638441 8
70050189;120;B;2;789582502997 7
BG862;120;B;2;120220052528 7
G57862;120;B;2;120220050173 1
635854E;121;B;2;789582500727 2
77643600 STD;121;B;2;789053710474 5
M57153 STD;121;B;2;789476604301 1
77643610 025;122;B;2;789053710475 2
M57153 025;122;B;2;789476604302 8
635854AE;122;B;2;789582501643 4
77643620 050;123;B;2;789000634678 2
M57153 050;123;B;2;789476604303 5
635854B;123;B;2;100580052891 3
M57153 075;124;B;2;789476604304 2
635854CE;124;B;2;789582501645 8
77643630 075;124;B;2;789053710477 6
M57153 100;125;B;2;789476604305 9
M57153 150;126;B;2;120060050267 9
VE0570112;127;B;2;120170052645 9
70910012RE;127;B;2;789582519431 6
50017740;127;B;2;789053711466 9
7007213C1E;128;B;2;789000040922 3
70910013R;128;B;2;789582508862 2
R7002269C1E;128;B;2;789582537771 9
70910013;128;B;2;100170050758 4
50017741;128;B;2;789053711467 6
VS2815;129;B;2;789001719396 2
3392AC;129;B;2;789001735631 2
70910017R;129;B;2;789582508860 8
VA0570038;129;B;2;120170052575 9
50017769;129;B;2;789053711495 9
R7002265C1E;129;B;2;789582525588 8
KVS2815;129;B;2;280170050729 9
7008012R1;129;B;2;789582535357 7
70910017;129;B;2;100170050765 2
7008003R1;130;B;2;789001738576 3
70910038;130;B;2;100170050789 8
50017705;130;B;2;789053711431 7
50017766;131;B;2;789053711492 8
VS2833;131;B;2;789001713585 6
7008016R1;131;B;2;789582535364 5
70910036;131;B;2;100010014674 4
7007219C1E;131;B;2;789582585620 7
70910099E;131;B;2;789582536835 9
VE0570122;131;B;2;120170052562 9
50017765;132;B;2;789053711491 1
70910034;132;B;2;100010014672 0
70910097E;132;B;2;789582536967 7
7007217C1E;132;B;2;789582585539 2
VS4266;132;B;2;920170320069 3
50017841;133;B;2;789053711550 5
50017842;133;B;2;789053711557 4
70910010A;133;B;2;100170050747 8
70993659E;134;B;2;789582536688 1
50017726;134;B;2;789053711452 2
7008401R91;134;B;2;789005140424 6
70910010B;134;B;2;100170050754 6
70998114E;135;B;2;789582506111 3
635403E;136;B;2;100580052475 5
M57287 STD;136;B;2;789476604318 9
635403AE;137;B;2;789582501561 1
M57287 025;137;B;2;789476604319 6
77641610;137;B;2;789053710466 0
77641620;138;B;2;789053710467 7
635403B;138;B;2;100580052593 6
M57287 050;138;B;2;789476604320 2
M57287 075;139;B;2;789476604321 9
635403C;139;B;2;789582500647 3
635474;140;B;2;789582500679 4
7W4816;140;B;2;789000637617 8
B57485 STD;140;B;2;789476601649 7
B57485 025;141;B;2;789476601650 3
635474A;141;B;2;789582501611 3
B57485 050;142;B;2;789476601651 0
635474B;142;B;2;789582501612 0
635474CE;143;B;2;789582501613 7
70050052;144;B;2;100220050932 0
G57002;144;B;2;120220050401 5
3112E011;144A;B;2;789582507461 8
3112E031;144A;B;2;789002238837 7
50119;145;B;2;789002239281 7
0050119/1;145;B;2;789002239831 4
G57003STD SEMI;145;B;2;120220050071 0
 0050119;145;B;2;789582500772 2
BG003JSTD;145;B;2;120220282613 9
G57004;145;B;2;120220050185 4
86099604;146;B;2;280220050001 8
G57036;146;B;2;789002202974 4
70998085E;146;B;2;789582536670 6
BG036;146;B;2;120220052526 3
70998078E;147;B;2;789582536763 5
G57509;147;B;2;120220050866 2
70050213E;148;B;2;789582536986 8
G57595;148;B;2;120220051210 2
635707;149;B;2;100580050242 5
B57036 STD;149;B;2;789476601584 1
SB57036 025;150;B;2;789476601585 8
77653610 025;150;B;2;789053710536 0
635707A;150;B;2;100580050909 7
635707BE;151;B;2;789582501618 2
77653620 050;151;B;2;789053710537 7
B57036 050;151;B;2;789476601586 5
635707CE;152;B;2;789582501619 9
77653630 075;152;B;2;789053710538 4
B57036 075;152;B;2;789476601587 2
BB036J1016;153;B;2;789000639779 1
77653640;153;B;2;789053710539 1
B57036 100;153;B;2;789476601588 9
B57036 150;154;B;2;789476601589 6
70910075E;155;B;2;789582508753 3
RA2162;155;B;2;789001736168 2
50017846;155;B;2;789053711561 1
7008017R1;155;B;2;789001740230 9
7008018R1;156;B;2;789001740229 3
RE2163;156;B;2;789001736167 5
70910076E;156;B;2;789582508752 6
70910011;157;B;2;100170050756 0
VA0570111;157;B;2;789001732513 4
50017739 STD;157;B;2;789053711465 2
50017847;158;B;2;789053711562 8
3142D061E;158;B;2;789582507473 1
7008014R1;159;B;2;789582535356 0
70910098E;159;B;2;789582536930 1
VS2831;159;B;2;920170050064 2
VA0570123;159;B;2;120170052561 2
70910035;159;B;2;100010014673 7
3342AC;160;B;2;789001732944 6
70910037;160;B;2;789582504844 2
70910016B;161;B;2;100170050448 4
70910022;161A;B;2;100170050773 7
70910016A;162;B;2;100170054200 4
70910009A;162;B;2;100170050741 6
70910009B;163;B;2;100170050742 3
77641600;163;B;2;789053710465 3
U5MB0034B;169;B;2;789000639155 3
T420155;170;B;2;789000637905 6
T410927;171;B;2;789000637750 2
U5MB0033;171A;B;2;789000636891 3
JSU519 050;172;B;2;789002238014 2
MBD681 050;172;B;2;789002233949 2
3112A005;173;B;2;789002237901 6
MBD722100;173;B;2;789002233952 2
U5ME0003;174;B;2;789001732413 7
