Cód.Original;Baia;;Nível;Cód.Barras
0920006E; 050;X;2;789582501196 5
33137408E; 051;X;2;789582502175 9
70730018E; 052;X;2;789582504529 8
70740763E; 053;X;2;789582508046 6
70650109E; 054;X;2;789582504412 3
70820016E; 055;X;2;789582504734 6
70490185; 056;X;2;100020052966 9
70090033; 057;X;2;100040051541 7
 0828005; 058;X;2;100140057643 9
2172142E; 059;X;2;789582501269 6
0500006E; 060;X;2;789582500950 4
70920081E; 061;X;2;789582504868 8
95X20X20; 061;X;2;789002439758 2
36872516; 062;X;2;100480050975 5
2417208; 063;X;2;100010057795 1
2415B121E; 064;X;2;789582501814 8
2232133; 065;X;2;100040057682 1
0095344E; 066;X;2;789582500780 7
70730027; 067;X;2;100480050093 6
CDD8007; 068;X;2;789006028140 1
70180153E; 068;X;2;789582503308 0
36447111; 069;X;2;100070055402 4
70920109E; 070;X;2;789582504879 4
70750078E; 071;X;2;789003838988 7
32455123; 071;X;2;789582537480 0
70650083E; 072;X;2;789582504411 6
37417482; 073;X;2;789582502664 8
70610068E; 074;X;2;789582504275 4
 0826612; 075;X;2;100140057613 2
0566005E; 076;X;2;789582500961 0
 0920113; 077;X;2;100240057608 5
9301421; 077;X;2;789002432313 0
0920113RE; 077;X;2;789582508810 3
0746354E; 078;X;2;789582501048 7
32181426E; 079;X;2;789582502083 7
70997005; 080;X;2;100020053696 4
70990477; 081;X;2;100660053280 3
32526322; 082;X;2;100140053889 5
31734116; 083;X;2;789582502041 7
70730034B; 084;X;2;100130051421 0
0826495E; 085;X;2;789582501155 2
0826451E; 086;X;2;789582501142 2
70820007P; 087;X;2;789001440036 0
70820007E; 087;X;2;789582504728 5
70820089E; 088;X;2;789582504776 6
0560244E; 089;X;2;789582500956 6
70150069E; 090;X;2;789582536692 8
 0920299; 091;X;2;100240057615 3
70820040; 092;X;2;100140051519 3
70600001E; 093;X;2;789582504249 5
41374013; 094;X;2;100170052572 4
70200655E; 095;X;2;789582503519 0
2318A208; 096;X;2;789582501804 9
70991004; 097;X;2;100660051238 6
70650051; 098;X;2;100120050364 2
70180156E; 099;X;2;789582503311 0
0500012E;100;X;2;789582500952 8
32526312;101;X;2;100140058881 4
70820019E;102;X;2;789582504735 3
70940066;103;X;2;100190053295 9
0576111E;104;X;2;789582500983 2
70620689;105;X;2;100110034765 0
70520085;106;X;2;100070050316 9
70920115E;107;X;2;789582504885 5
FB108251;108;X;2;789582507251 5
0746255E;109;X;2;789582501043 2
31733121E;111;X;2;789582502040 0
 0828008;112;X;2;100140057654 5
7004131C91E;113;X;2;789010936620 5
70992757;113;X;2;789582508671 0
 0576112;114;X;2;789582500984 9
70920083E;115;X;2;789582504870 1
70650121;116;X;2;789582504420 8
35731144E;117;X;2;789582502372 2
32716117E;118;X;2;789582502119 3
 0826478;120;X;2;100140057589 0
70600002E;121;X;2;789582504250 1
0095250P;122;X;2;789000440051 6
0095250E;122;X;2;789582500778 4
2314J010E;123;X;2;789582501783 7
70740060E;124;X;2;789582504567 0
70740048E;125;X;2;789582504557 1
7008513R1E;125;X;2;789582626871 9
3688X008E;127;X;2;789582507174 7
70100628E;128;X;2;789582503172 7
70330019;129;X;2;100080053167 3
445751E;130;X;2;789582500641 1
70650119;130;X;2;100120051300 9
32161209E;131;X;2;789582502071 4
70820105E;132;X;2;789582508067 1
70820079;132;X;2;789582504769 8
70820012;133;X;2;100140050236 0
70820027E;134;X;2;789582504736 0
 0920120;135;X;2;100240057609 2
 0995447;137;X;2;100570057645 8
70150039;138;X;2;789582503266 3
70820042E;139;X;2;100140051522 3
70820060;140;X;2;100140051534 6
0096439E;141;X;2;789582500816 3
0566002E;142;X;2;789582500958 0
41371078E;143;X;2;789582502880 2
50926198;144;X;2;720020050704 7
70336NA;144;X;2;789000838827 8
70490380RE;144;X;2;789582508602 4
 0576005;145;X;2;789582500969 6
70100587;146;X;2;789582503150 5
37534531;147;X;2;100480052019 4
32181424E;148;X;2;789582502081 3
FS106101E;149;X;2;789582506410 7
70240037;149;X;2;100510053138 5
31138105E;150;X;2;789582501946 6
70920120E;151;X;2;789582504887 9
2172530E;152;X;2;789582501273 3
70992501;153;X;2;789582508731 1
70990818;154;X;2;100480052319 5
2415715E;155A;X;2;789582501316 7
4142X062E;156;X;2;789582502900 7
32166219E;157;X;2;789582502073 8
70940149;158;X;2;789582504949 4
0826479E;159;X;2;789582501154 5
77352E;160;X;2;789582500336 6
70740147;161;X;2;100040051385 7
70570075E;162;X;2;789582504224 2
70740368E;163;X;2;789582504638 7
2313M083E;164;X;2;789582501747 9
2313M087P;165;X;2;789001439098 2
2313M087E;165;X;2;789582501748 6
2313H331E;166;X;2;789582501742 4
70740068;167;X;2;100040050185 4
70820098E;168;X;2;789582504782 7
70100181;169;X;2;100070052018 0
0746211E;170;X;2;789582501036 4
70820059E;171;X;2;789582504755 1
32184316;172;X;2;100040058863 3
2232151E;173;X;2;789582501293 1
33555131;174;X;2;100080053309 7
70100757E;174;X;2;789582503227 4
2314H003E;175;X;2;789582501762 2
70100787;176;X;2;789582503241 0
70180116;177;X;2;100620054194 6
70820051;178;X;2;100140051526 1
 0650685;179;X;2;100120057484 0
77237;180;X;2;100670053796 8
 0780009;181;X;2;100700057549 0
70550027;182;X;2;789582504210 5
70490175;183;X;2;100020053211 9
32754412;184;X;2;100140058896 8
70180104;185;X;2;789582503292 2
70810008;186;X;2;100480051504 6
 0746459;187;X;2;789582501056 2
32146306;188;X;2;100040058844 2
32413416E;189;X;2;789582502099 8
70100525;190;X;2;100070052024 1
 0826211;191;X;2;100140057556 2
70650071E;192;X;2;789582504401 7
0920053E;193;X;2;789582501203 0
0826201E;194;X;2;789582501104 0
 0490707;195;X;2;100020057310 5
70441NA;195;X;2;789000238933 2
50910698;195;X;2;720020050666 8
80201361E;196;X;2;789582506178 6
80201361P;196;X;2;789000840019 2
FS106161E;197;X;2;789582506412 1
2184545;198;X;2;100040057678 4
70991712;199;X;2;100570054201 9
0920058E;200;X;2;789582501207 8
50900316;201;X;2;720020050101 4
70490344;201;X;2;100020054037 4
36837409;201;X;2;100020051096 4
70621SC;201;X;2;130020050099 7
70490344RE;201;X;2;789582508635 2
70621NAK;201;X;2;789854428883 0
70240080;202;X;2;100480054319 3
0826232E;203;X;2;789582501112 5
 0201399;204;X;2;789582500861 3
0576054E;205;X;2;789582500974 0
70490317E;206;X;2;789582507820 3
70730029;207;X;2;100130053270 2
 0921246;208;X;2;100240057622 1
70490414;209;X;2;789582507911 8
70863NA;209;X;2;789007237922 6
0780006E;210;X;2;789582501092 0
53033050;210;X;2;789537209142 7
 0921241;211;X;2;100240053273 9
70100284;212;X;2;100070052764 6
70730003;214;X;2;100410051407 7
70240150;215;X;2;100480051760 6
0096633E;216;X;2;789582500825 5
 0826220;217;X;2;100140057558 6
 0826450;218;X;2;100140057581 4
 0096037;219;X;2;100040056952 6
FS112301E;220;X;2;789582508410 5
0746214E;221;X;2;789582501038 8
2551A014P;222;X;2;789005940076 9
2551A014E;222;X;2;789582501855 1
 0749053;223;X;2;100040057548 0
 0748420;224;X;2;100040057536 7
33153133E;225;X;2;789582502189 6
0096441E;226;X;2;789582500818 7
 0826424;227;X;2;100140057577 7
0095350E;228;X;2;789582500781 4
0095350P;228;X;2;789000440073 8
70820008;229;X;2;100140053286 2
FX106041;229;X;2;100210339352 1
70620666E;230;X;2;789582504294 5
 0096041;231;X;2;100040056954 0
33423122;232;X;2;100540053292 1
34824118;233;X;2;100050059503 6
0650582E;235;X;2;789582501010 4
70730025;236;X;2;100130050763 2
70740132E;237;X;2;789582504589 2
32162319E;238;X;2;789582502072 1
70200297;239;X;2;100050034776 5
70240149;240;X;2;100480051759 0
70920081P;61;X;2;789002440484 6
70670201E; 001;Y;2;789582504502 1
50920898;001A;Y;2;720020050669 9
 0576114; 002;Y;2;789582500986 3
70993810E;002A;Y;2;789582519913 7
3687Y002E; 003;Y;2;789582502630 3
70950035; 004;Y;2;100930338738 1
73159E; 005;Y;2;789582500157 7
70150047E;005A;Y;2;789582503268 7
FN108041E; 006;Y;2;789582506406 0
70920170E;006A;Y;2;789582504911 1
70610060; 007;Y;2;100040338617 5
70240498E;007A;Y;2;789582507758 9
ERR4709AE; 008;Y;2;789582506344 5
70520093;008A;Y;2;789582504102 3
FS108121E; 009;Y;2;789582506413 8
2314J603; 010;Y;2;789582501791 2
ERC4996AE; 011;Y;2;789582506242 4
70998161E; 012;Y;2;789582506137 3
70050238E; 013;Y;2;789582521822 7
70200729E; 014;Y;2;789582503532 9
70610056; 015;Y;2;789582504268 6
2114A046E;015A;Y;2;789582507413 7
70998165E; 016;Y;2;789582506141 0
70180182E; 017;Y;2;789582503325 7
70050152; 018;Y;2;789582502980 9
70100742E; 019;Y;2;789582503217 5
70810058E; 020;Y;2;789582504724 7
ERR0561AE; 021;Y;2;789582506248 6
ERR2023AE; 022;Y;2;789582506273 8
73038NA; 022;Y;2;789000238430 6
70151AN; 022;Y;2;130020050462 9
70610057E; 023;Y;2;789582504269 3
70610054E; 024;Y;2;789582504266 2
ETC8621B; 025;Y;2;789582506383 4
ERR3779AE; 026;Y;2;789582506322 3
70820117E; 027;Y;2;789582504793 3
ERR1560AE; 028;Y;2;789582506266 0
ERR2100AE; 029;Y;2;789582506277 6
70180174; 030;Y;2;100600054848 0
70610055; 031;Y;2;789582504267 9
70740181E; 032;Y;2;789582504602 8
70152AN; 033;Y;2;130020050463 6
73014NA; 033;Y;2;789854428881 6
70920158E; 034;Y;2;789582504903 6
70200742; 035;Y;2;100080051246 7
7008444R91E; 036;Y;2;789000040911 7
ERR3342DE; 036;Y;2;789582506301 8
ERR3342PAR; 036;Y;2;171090354241 3
7008118R1E; 036;Y;2;789010940239 2
70040020E; 037;Y;2;789582502947 2
TE108071E; 038;Y;2;789582506449 7
70200833E; 040;Y;2;789582503597 8
70050159; 041;Y;2;789582502986 1
ERR1209AE; 042;Y;2;789582506263 9
FS112401E; 043;Y;2;789582506423 7
70650133; 044;Y;2;100010014374 3
70420023E; 045;Y;2;789582503826 9
70420027E;045A;Y;2;789582507783 1
112054050;045A;Y;2;789537222135 0
FS108251E; 046;Y;2;789582506416 9
FS108301E; 047;Y;2;789582506417 6
ERR0900A; 048;Y;2;789582506255 4
70200834E; 049;Y;2;789582503598 5
70740384E; 050;Y;2;789582504647 9
FT108201E; 051;Y;2;789582506424 4
70998201E; 052;Y;2;789582508248 4
70570123E; 053;Y;2;789582504238 9
70820116E; 054;Y;2;789582504792 6
FB108171E; 055;Y;2;789582506394 0
70780032; 056;Y;2;789582504693 6
ERR3756A; 057;Y;2;789582506321 6
ERR4640AE; 058;Y;2;789582506334 6
73033NA; 059;Y;2;789000237923 4
50948267; 059;Y;2;720020050680 4
ERR3490AE; 059;Y;2;789582506309 4
70740364; 061;Y;2;789582504634 9
ERR2767BE; 062;Y;2;789582506925 6
70650034; 063;Y;2;100120054111 8
ERR5087A; 064;Y;2;789582506359 9
ERR1564B; 065;Y;2;100240331049 5
ERR0607CE; 067;Y;2;789582506250 9
70998112; 068;Y;2;101140053710 1
70740739E; 069;Y;2;789582504653 0
ETC8074BE; 070;Y;2;789582506377 3
T400001; 071;Y;2;789000438842 5
70991941; 072;Y;2;100970053370 1
 0330517; 073;Y;2;100220057023 8
70950018E; 074;Y;2;789582504956 2
AMR1425B; 075;Y;2;789582507223 2
 0096213; 076;Y;2;100040056957 1
70540140E; 077;Y;2;789582504181 8
41426003; 078;Y;2;100610058220 9
FC108131E; 079;Y;2;789582506402 2
HS068E; 080;Y;2;789582508415 0
7008100R1E; 080;Y;2;789582545158 7
2313M081E; 081;Y;2;789582507415 1
ERR4404AE;081A;Y;2;789582506331 5
32184422; 082;Y;2;789582502092 9
 0576116; 083;Y;2;100210057466 4
36567444E; 084;Y;2;789582507534 9
3775E012; 085;Y;2;100110050080 2
70650129E; 086;Y;2;789582504422 2
70920196; 087;Y;2;100240335242 6
70143AN; 088;Y;2;170020020687 3
ERR2028BE; 088;Y;2;789582506276 9
50947467; 088;Y;2;720020050147 2
73034NA; 088;Y;2;789000238703 1
FX108051E; 089;Y;2;789582506430 5
70998016; 090;Y;2;101060053700 3
ERR2405AE; 091;Y;2;789582506286 8
70150AN 050; 092;Y;2;170020020693 4
ERR1653AE; 092;Y;2;789582506269 1
U65996630; 093;Y;2;789000239380 3
ERR2344AE; 093;Y;2;789582506283 7
111996401; 093;Y;2;789000239382 7
ERR3417AE; 094;Y;2;789582506303 2
ERR1471CE; 095;Y;2;789582506265 3
50947967; 096;Y;2;720020050152 6
73037NA; 096;Y;2;789005137773 1
ERR3284AE; 096;Y;2;789582506294 3
50947867; 097;Y;2;720020050675 0
ERR1561AE; 097;Y;2;789582506267 7
70146AN 050; 097;Y;2;170020020690 3
70920129E; 098;Y;2;789582504892 3
70200793E; 099;Y;2;789582503576 3
70650137E;100;Y;2;789582504425 3
70680016E;101;Y;2;789582504511 3
70650065;102;Y;2;100120051719 9
70570107E;103;Y;2;789582504233 4
73036NA;104;Y;2;789000238753 6
50948167;104;Y;2;720020050676 7
70148AN 080;104;Y;2;170020020691 0
ERR2026AE;104;Y;2;789582506274 5
70740374E;105;Y;2;789582504642 4
70650045E;106;Y;2;789582504387 4
ERR4710AE;107;Y;2;789582506345 2
73157E;108;Y;2;789582500155 3
74192E;109;Y;2;789582508297 2
FS112251E;110;Y;2;789582506422 0
501593AE;111;Y;2;100630332875 8
2313C078E;112;Y;2;789582507414 4
74186E;113;Y;2;789582500221 5
70610059;114;Y;2;100940338616 1
2314J046E;115;Y;2;789582501789 9
70740379E;116;Y;2;789582504646 2
FS108351E;117;Y;2;789582506418 3
70998110;118;Y;2;100010053708 5
ERR4621BE;119;Y;2;789582506333 9
ERR3754AE;120;Y;2;789582506320 9
CN100209;121;Y;2;170600010775 4
UTO6676;123;Y;2;789005539227 3
ESR2348;123;Y;2;789582501698 4
70470107E;124;Y;2;789582503925 9
ERR3780CE;125;Y;2;789582506323 0
ERR4685AE;126;Y;2;789582506335 3
7008340R1E;59;Y;2;789000240782 1
3781N005; 001;Z;2;100480052071 2
73169E; 002;Z;2;789582508284 2
ETE7794; 002;Z;2;789006539303 1
T010002; 002;Z;2;789006538898 3
CDA2313; 002;Z;2;789006539749 7
70200689; 003;Z;2;100080052337 1
3688C018E; 004;Z;2;789582507175 4
70100756; 005;Z;2;789582503226 7
70100800E; 006;Z;2;789582503248 9
70200849E; 007;Z;2;789582503606 7
2314H033; 008;Z;2;789582507417 5
70340003; 009;Z;2;100940051844 2
70650136; 010;Z;2;100120054124 8
70410088E; 011;Z;2;789582507269 0
70991111; 012;Z;2;789582505119 0
70220CV; 012;Z;2;130020050109 3
3645E008E; 013;Z;2;789582502423 1
70740755E; 014;Z;2;789582508041 1
31744203; 015;Z;2;100700058827 8
2314J011E; 016;Z;2;789582501784 4
70100381; 017;Z;2;100070052773 8
3242N004; 018;Z;2;100570053900 2
37764241; 019;Z;2;100400052219 6
FT110351E; 020;Z;2;789582506426 8
37741691E; 021;Z;2;789582502734 8
70940151E; 022;Z;2;789582504950 0
36171114; 023;Z;2;789582502398 2
FS106122; 024;Z;2;789582506411 4
70100722E; 025;Z;2;789582503206 9
70820111E; 026;Z;2;789582504791 9
70570048; 027;Z;2;100210050645 0
70100765E; 028;Z;2;789582503232 8
70740858E; 029;Z;2;100010015269 1
70490172; 030;Z;2;100020051148 0
NJH25129A; 030;Z;2;789000240389 2
70820066E; 031;Z;2;789582504762 9
70740045; 032;Z;2;100040033247 2
70650020; 033;Z;2;100120054107 1
70740756E; 034;Z;2;789582508042 8
7008326R1E; 034;Z;2;789000440846 8
70740323E; 035;Z;2;789582504616 5
2346861; 036;Z;2;789000239089 5
NJH26139; 036;Z;2;789000239731 3
70490026; 036;Z;2;100020051038 4
70650033; 037;Z;2;100120054110 1
568431; 038;Z;2;789582500645 9
930504620024; 039;Z;2;260010011103 3
70230010E; 039;Z;2;789582503614 2
961204620014E; 039;Z;2;789582581409 2
50968690; 040;Z;2;720020050727 6
3684N026E; 040;Z;2;789582507545 5
70217AG; 040;Z;2;730020051591 9
50982667; 040;Z;2;720020050781 8
70993191E; 041;Z;2;789582505889 2
ERR1086E; 042;Z;2;789582501676 2
70200634; 043;Z;2;100090052311 0
70200702E; 044;Z;2;789582503528 2
70740369; 045;Z;2;789582504639 4
XS6E6065BA; 045;Z;2;789000438682 7
70740754E; 046;Z;2;789582508040 4
70740744E; 047;Z;2;789582504655 4
70650127E; 049;Z;2;789582504421 5
70820103E; 050;Z;2;789582504786 5
3271H004E; 051;Z;2;789582502123 0
70920009E; 052;Z;2;100240050153 7
0576113E; 053;Z;2;789582500985 6
ERR3683E; 054;Z;2;789582501683 0
70670208; 055;Z;2;789582504506 9
7008157R1E; 055;Z;2;789002940262 5
525497AE; 056;Z;2;789582501556 7
33173108E; 057;Z;2;789582507493 9
70200605E; 058;Z;2;789582503504 6
70230009E; 059;Z;2;789582503613 5
70200574; 060;Z;2;100080052297 8
70997057; 061;Z;2;100600054259 4
2415A076E; 062;Z;2;789582501813 1
70740814E;062A;Z;2;789582522088 6
0096243E; 063;Z;2;789582500805 7
32166337E; 064;Z;2;789582502077 6
32166338E; 065;Z;2;789582502078 3
32166339E; 066;Z;2;789582502079 0
32166339P; 066;Z;2;789000440635 8
70740853E; 067;Z;2;789582519469 9
70740854E; 068;Z;2;789582537107 6
70740855E; 069;Z;2;789582519454 5
70740855P; 069;Z;2;789000440636 5
 0201519; 070;Z;2;100040057402 5
 0746251; 071;Z;2;100040057503 9
70920089; 072;Z;2;100240051666 1
33813313; 073;Z;2;100520059413 6
36866447; 074;Z;2;100020057425 6
7110317100; 075;Z;2;789005938347 5
70991120; 076;Z;2;100110052264 4
70100655E; 077;Z;2;789582503184 0
70740803E;077A;Z;2;789582508833 2
70740804E;077B;Z;2;789582508832 5
70740805E;077C;Z;2;789582508719 9
70740188E; 078;Z;2;789582504603 5
70590010; 079;Z;2;789582504245 7
R7003022C1E; 079;Z;2;789582526003 5
70100696E; 080;Z;2;789582503192 5
 0490044; 081;Z;2;100020057274 0
70421SC; 081;Z;2;130020050100 0
2726194; 082;Z;2;100300057937 7
70590011E; 083;Z;2;789582504246 4
36866414; 084;Z;2;100020053337 6
50914590; 084;Z;2;720020050728 3
33116111; 086;Z;2;100240058908 5
 0827613; 087;Z;2;100140057624 8
50907998; 088;Z;2;720020050729 0
 0490288; 088;Z;2;100020051958 5
 0566001; 089;Z;2;100740053666 4
 0576092; 090;Z;2;100210057458 9
70650054; 091;Z;2;100120050365 9
2511A730E; 092;Z;2;789582501851 3
2511A730P; 092;Z;2;789002239745 4
70490265; 093;Z;2;100020051574 7
50939298; 093;Z;2;789000232402 9
36867132; 094;Z;2;100020051116 9
70233NA; 094;Z;2;789000240417 2
3343F041E; 095;Z;2;789582502240 4
70740133; 096;Z;2;789582504590 8
70200803E; 097;Z;2;789582503584 8
33121421; 098;Z;2;100240058923 8
70680017E; 099;Z;2;789582508022 0
70760010;100;Z;2;100950051502 0
0096437E;101;Z;2;789582500814 9
70740046E;102;Z;2;789582504555 7
7008512R1E;102;Z;2;789000440740 9
70740137E;103;Z;2;789582504591 5
77373;104;Z;2;789582500344 1
 0746652;105;Z;2;100040057523 7
 0826510;106;Z;2;100140057594 4
2182122;107;Z;2;789582501280 1
 0826602;108;Z;2;100140052970 1
70520177E;109;Z;2;789582507957 6
32754415E;110;Z;2;789582502134 6
70490376RE;111;Z;2;789582508599 7
70440002;112;Z;2;100880058296 1
70520080;113;Z;2;789582504096 5
70490336R;114;Z;2;100010014550 1
70490336E;114;Z;2;789582507834 0
70271AM;114;Z;2;130020051593 9
0826256E;115;Z;2;789582501120 0
0096431E;116;Z;2;789582500808 8
 0826444;117;Z;2;100140057580 7
70470055;118;Z;2;789582503905 1
2721130E;119;Z;2;789582501399 0
70760029E;120;Z;2;789582504677 6
36832138E;122;Z;2;789582502511 5
37521431;123;Z;2;100070056829 8
7008242R1E;124;Z;2;789582585226 1
71356NA;124;Z;2;789000239315 5
50969290;124;Z;2;720020050730 6
3686A511E;124;Z;2;789582502619 8
70244NA;124;Z;2;789000236089 8
70740087E;125;Z;2;789582504581 6
33826111;126;Z;2;100020059469 8
32166222E;127;Z;2;789582502075 2
70100483;128;Z;2;100070052789 9
 0576150;129;Z;2;100210057468 8
2184546E;130;Z;2;789582501284 9
2415B402P;131;Z;2;789003040298 0
70100KB;131;Z;2;789000240490 5
2415B402E;131;Z;2;789582501817 9
3781A003E;133;Z;2;789582502785 0
2315C053;134;Z;2;100040057765 1
70740328E;135;Z;2;789582504617 2
70393NA;136;Z;2;789000238301 9
3175H001;137;Z;2;100700058835 3
2415H031E;138;Z;2;789582501818 6
70217NA;40;Z;2;789000240341 0
7008241R1E;40;Z;2;789000240294 9
70040022E;75;Z;2;789582536932 5
